"","text","word_scores","compound","pos","neu","neg","but_count"
"3511","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 481,1197,Dose2 Capacity: 419,78,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3512"," Hi, which vaccine would it be at Centennial College this weekend?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3513","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 482,1197,Dose2 Capacity: 420,78,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3514","Covid-19 cases top 15,000 a day among unvaccinated people in UK ","{0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0}",0.202,0.153,0.847,0,0
"3515","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 482,1199,Dose2 Capacity: 422,78,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3516","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 482,1200,Dose2 Capacity: 422,78,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3517","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 482,1201,Dose2 Capacity: 422,78,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3518","Are you 18+ and havent received your vaccine yet?  You can get yours now! Visit one of the walk-in (no appointment needed) Vaccination Sites to get your first or second dose. You can find out more here  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.359,0,0.935,0.065,0
"3519","Every one knows that any vaccine is successful only after 15 days after the 2nd dose, what is use of giving only 1st dose and starting the college? You want money from our exams, thats why you are starting the college.You are a DOCTOR, dont you know?#NoExamUntilVaccination ","{0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.782,0.152,0.848,0,0
"3520","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 482,1203,Dose2 Capacity: 422,78,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3521","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 482,1202,Dose2 Capacity: 422,78,Dates Available: 26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3522","Connecticut stste colleges and universities to require a Covid-19 vaccine for Fall 2021! #bbn #COVID19 #COVID19Vaccine #UConn #Connecticut #college ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3523","#COVID Vaccine #Clinic at Cape Cod Community College Shutting Down - ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3524","While  polices what college students can think about, Connecticut is actually keeping students safe.Connecticut State Colleges and Universities system will require vaccination for all students this fall ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3525","The Flu Vaccine: Fact &amp;amp; Fiction (College Health Guru) ","{0, -1.6, 0, 0, 0, 0, 0, 0, 0}",-0.382,0,0.755,0.245,0
"3526","Given that  exhorts the experts he\ll no doubt be endorsing these comments by Dr. Peter McCullough, Professor of Medicine, Texas A &amp; M College of Medicine, right?Neil?You there, Neil?","{0, 0, 0, 0, 0, 0, 0, 1.11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.392,0.086,0.914,0,0
"3527","   what vaccine do you have today at Seneca College Newnham campus? Is it Pfizer or Moderna? Thank you!","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0}",0.486,0.149,0.851,0,0
"3528"," aaa at first its difficult for me to get a vaccine as a student who will be having an internship in a hospital since presenting an ID wasnt enough  (&amp; there are priority groups). Had to get documents from our college as proof. Kind of tedious,, but finally got vaccinated! &lt;3","{0, 0, 0, 0, 0, -0.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.26,0,0.962,0.038,1
"3529","Controversy over vaccine again in Bengal! The officers of the camp fled to the top of the wall of the college out offear. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0}",0.271,0.087,0.913,0,0
"3530"," Could you make this stuff up? DeSantis doesnt want vaccine verification for cruise ship passengers yet wants University &amp; college students &amp; staff to state for which political party the voted?","{0, 0, 0, 0, 0, 0, 0, 0, 0, -0.222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0}",0.429,0.089,0.875,0.036,0
"3531","Conservative state legislators are resisting a push from universities to require proof of coronavirus #vaccination from students this fall, despite most colleges already having non-COVID-19 vaccine mandates.  writes for  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3532","   2 of 2 in the past was subject to vaccine passport (yellow fever), mandatory  vaccination (hep B) &amp; had family member required to disclose vaccine status prior to study at US college. No problem with those. Entirely acceptabl","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.258, 0, 0, 0, 0}",0.373,0.088,0.912,0,0
"3533","   Are public universities in Texas or Florida mandating the vaccine? This is such a nightmare for these poor college kids who dont want the vax.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, -0.222, 0, 0}",-0.514,0,0.847,0.153,0
"3534","   2 of 2 in the past was subject to vaccine passport (yellow fever), mandatory  vaccination (hep B) &amp; had family member required to disclose vaccine status prior to study at US college. No problem with those. Entirely acceptable.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.258, 0, 0, 0, 1.593}",0.631,0.146,0.854,0,0
"3535","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 522,445,486,1272,Dose2 Capacity: 54,306,432,83,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3536","Karnataka Deputy Chief Minister C N Ashwath Narayan on Thursday said all college students above 18 years, their teaching staff and non-teaching staff will be considered as a priority group to administer the covid vaccine","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3537","Come on in &amp; get your first #vaccine jab at Worcester Guildhall!Its #GradAJab day &amp; weve got the Moderna vaccine for anyone aged 18 or older.No need to book - just #WalkInBring photo ID to prove your age!#NHSCOVIDVaccine     ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3538"," Im trying to book for 1st dose of vaccine for tomorrow. But till now slot is not opening. Is there any provision to walk in registation for tomorrow at nogaon college ?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,1
"3539","Students body, students choice. ","{0, 0, 0, 0}",0,0,1,0,0
"3540"," Dear sir. I had booked a slot for Covid vaccination in Mesco College of pharmacy Hyderabad but did not take vaccine. But I got certificate saying 1st dose received. My vaccine is due on 28 June. Please help me ","{0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95, 2.55, 0}",0.807,0.183,0.817,0,2
"3541","Pradhan mantriji  vaccine College students immediately. No more time to waste, its a humble request. #NoExamUntilVaccination","{0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, -2.0637, 0, 0, 0, 0, 0}",-0.644,0,0.727,0.273,0
"3542","The political/culture wars over vaccination mandates at colleges and univs in 16 GOP states = a disaster this fall as students return, low vax rates, the Delta variant dominant, winter drives people indoors.   ","{0, 0, -2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.1, 0, 0, 0, 0, 0, -1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.869,0,0.754,0.246,0
"3543","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 522,445,490,1307,Dose2 Capacity: 54,306,440,86,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3544","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 523,445,490,1312,Dose2 Capacity: 54,305,441,87,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3545","The vaccination clinic atCranford Community College is having three walk in days this Friday, Saturday and Sunday. The vaccine is Pfizer and they are doing 1st and 2nd jabs. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3546","Whats most disconcerting about the vaccine scam in Kolkata is that until  complained, none had complained about not receiving their certificates. Saw a college student say on TV that he took Sputnik V at the camp(when it is only being piloted in select hospitals)","{0, 0, 0, 0, 0, 0, -2.7, 0, 0, 0, 0, 0, -1.7, 0, 0, 1.258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.63,0.045,0.826,0.129,0
"3547","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 523,445,491,1319,Dose2 Capacity: 55,305,441,87,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3548","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 527,445,492,1325,Dose2 Capacity: 55,305,442,87,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3549","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 530,445,492,1331,Dose2 Capacity: 55,305,443,87,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3550"," Today womens college Jaleswar vaccine not available .why reply plz","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3}",0.077,0.115,0.885,0,0
"3551","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 533,445,493,1335,Dose2 Capacity: 55,305,446,88,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3552","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 537,445,493,1338,Dose2 Capacity: 55,305,446,89,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3553","I got my Jab -SPUTNIK v- vaccine at 8.11 a.m today. We were requested to be present at 8 a.m by the Grama niladharini ,St Sylvesters college Kandy .Very well organized  pleasant Ceremony. Hundreds  of people , but highly disciplined. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6965, 0, 1.28185, 0, 0, 0, 0, 0, 0, 0, 0}",0.455,0.095,0.905,0,1
"3554","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 537,445,493,1338,Dose2 Capacity: 55,305,446,90,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3555","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 536,445,493,1343,Dose2 Capacity: 55,305,447,90,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3556","im so glad i had my vaccine at the end of the week rather than the beginning because of college","{0, 0, 2.293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.509,0.148,0.852,0,0
"3557","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 537,445,493,1348,Dose2 Capacity: 55,304,447,90,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3558","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 537,445,493,1358,Dose2 Capacity: 55,303,447,90,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3559","       Honble Minister Sir today Citizens came for vaccination as per the CMO Cachar order at TT College, from 4AM &amp; was sad as they had 2 return back without vaccine in this hottest day ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.477,0,0.916,0.084,0
"3560","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 539,445,493,1367,Dose2 Capacity: 55,303,447,90,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3561","13...first COVID-19 vaccine dose,for a chance to win one of 50, four-year full-ride scholarships (including tuition, fees, room-and-board, and expenses) to any New York State public college or university.","{0, 0, 0, 0, 0, 1, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.7,0.177,0.823,0,0
"3562","12. College ScholarshipsIn New York State where the infamous Andrew Cuomo is Governor they have a Get a Shot to Make Your Futurevaccineincentive. Parents orlegal guardians of any New Yorker, ages 12 to 17, can enter their childwho has received at least their","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3563","Catholic College Vaccine Mandates: Cura Personalis or Needless Oppression?Click here: ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3564","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 539,445,493,1369,Dose2 Capacity: 55,303,450,91,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3565"," I dont know except my brother in law studied for his PhD in research sciences at Trinity College Dublin.  Vaccines and viruses were often discussed. Vaccine development is usually a long and complex process often taking 10-15 yrs with a further five years of human trials.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3566","18 or older and not had your first COVID vaccine dose? #GrabAJab today! The Moderna vaccine is waiting for you at  10am-4pm (last admissions 3.30pm) No need to book, just walk in!Bring photo ID to prove your age!    ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.472,0,0.923,0.077,0
"3567"," College should be re-opened only after giving two doses of vaccine. Only than students will be termed as Vaccinated not after just one dose.   ","{0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.34,0.091,0.909,0,0
"3568","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 556,444,496,1405,Dose2 Capacity: 56,303,466,93,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3569","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 558,444,497,1409,Dose2 Capacity: 56,303,469,93,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3570","Who wouldve thought the most exciting thing of my 1st year college life would be getting a freaking vaccine.","{0, 0, 0, 0, 0, 2.493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0}",0.176,0.15,0.73,0.12,0
"3571","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 571,445,498,1449,Dose2 Capacity: 57,304,478,93,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3572","Aged 18 or over? You can get your first vaccine dose today or this weekend at either The Guildhall (Worcester) or The Artrix (Bromsgrove)!See the poster below for more details on dates and times.#WorcestershireHour #CovidVaccine ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3573","Instead, the Harborview Conference Room at the Barnstable County Complex, will serve as a new weekly vaccination site. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3574","Though  ,cowin portal said 18+ can take free vaccine by visiting nearest center. Yesterday,I visited nearest center,they asked me to get permission from health inspector,who also didnt allowed despite showing offer letter from my college.  ","{0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.511,0.088,0.912,0,0
"3575","My kid got a vaccine and then became autistic.Thats post hoc ergo propter hoc!Studies say going to college gives you a wage premium! ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3576","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 596,447,497,1485,Dose2 Capacity: 57,310,487,95,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3577","Research Combating Vaccine Hesitancy with Vaccine-Preventable Disease Familiarization: An Interview and Curriculum Intervention for College Students by Prof. Dr. Brian D. Poole et al.  #vaccines ","{0, 0, 0, -0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.226,0,0.927,0.073,0
"3578","Trinity College at University of Cambridge hopes to fund projects to help identify and respond to emerging diseases that could become the next pandemic.Former Chief Medical Officer for England, Dame Sally Davies explains the Trinity Challenge.More: ","{0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.67,0.139,0.861,0,0
"3579","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 609,448,500,1500,Dose2 Capacity: 59,310,500,100,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3580","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 612,448,Dose2 Capacity: 59,310,Dates Available: 25-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3581"," Hialeah  Tuesday, June 29Miami Dade College Clinic1780 W 49th St, Room 5101 Hialeah, FL 9 a.m. - 5 p.m.Pfizer Vaccine (Pfizer approved for ages 12 - 17 &amp; must be accompanied by a parent or guardian)Call to schedule appointment or walk-ins are also welcomed.#Hialeah ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.421,0.06,0.94,0,0
"3582","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 613,448,Dose2 Capacity: 59,311,Dates Available: 25-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3583","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 615,448,Dose2 Capacity: 59,312,Dates Available: 25-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3584","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 618,450,Dose2 Capacity: 59,313,Dates Available: 25-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"3585","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 620,451,Dose2 Capacity: 59,317,Dates Available: 25-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
