"","text","word_scores","compound","pos","neu","neg","but_count","positive","negative","neutral","assigned"
"1008","Get vaccinated at Santa Ana Colleges Mobile Vaccine Point of Dispensing in the Small Gymnasium, W-107. The vaccination site is accepting walk-ins and is open Fridays to Sundays from 4:00 to 6:45 p.m. The sooner we get #BackToImmunity, the sooner we get back to normal! ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.439,0.062,0.938,0,0,1,0,0,"Positive"
"1009","Feeling lucky? Illinois residents who have gotten at least one dose of a COVID-19 vaccine will be eligible to win up to $1 million in cash or $150,000 in college scholarships.","{0.5, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.796,0.224,0.776,0,0,1,0,0,"Positive"
"1010","Those waiting for a second COVID-19 vaccine dose will be able to book by the end of June, the victim of a fatal east Windsor stabbing has been identified, and 5,000 St. Clair College graduates get virtual liripipes. All the evening headlines on the go.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, 0, -2.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.681,0,0.885,0.115,0,0,1,0,"Negative"
"1011","Check out: NJ college student falls ill after COVID vaccine, report says (Opinion) ","{0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0}",-0.421,0,0.811,0.189,0,0,1,0,"Negative"
"1012"," Thank God my kid goes to a private college that does mandate a vaccine!! Republicans have gone crazy!!","{0, 1.5, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4}",0.522,0.239,0.662,0.099,0,0.707100591715976,0.292899408284024,0,"Positive"
"1013","College Students Arent Guinea Pigs. University Vaccine Mandates Violate Medical Ethics, including complete disregard  of likely superior natural immunity and potential excess risk for myocarditis, etc.   ","{0, 0, 0, 0, 0, 0, 0, 0, -2.2, 0, 0, 0, 0, -1.1, 0, 0, 2.5, 1.5, 0, 0, 0, 0, -1.1, 0, 0, 0}",-0.103,0.174,0.61,0.215,0,0.447300771208226,0.552699228791774,0,"Negative"
"1014","The College Network Could the US Have Saved More Lives 5 Alternate Scenarios for the Vaccine Rollout ","{0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.421,0.149,0.851,0,0,1,0,0,"Positive"
"1015","  SMU where Cole went to college required a whole grouping of vaccines to play so I am not getting this weird tone from him. Is it because Cole  is anti Trump and anti  Biden who both think they should get the vaccine. Heck even Putin got vaccinated.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0.518, 0, 0, 0, 0, 0, 0, 0, 0, -1.3, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.173,0.075,0.838,0.088,0,0.460122699386503,0.539877300613497,0,"Negative"
"1016","#CSUSB has joined hundreds of colleges across the nation in President Bidens COVID-19 College Vaccine Challenge to urge more young Americans to get vaccinated. #COVIDCollegeChallenge #WeCanDoThis ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.077,0.049,0.951,0,0,1,0,0,"Positive"
"1017","  Well then cross UC Berkeley off your list. They are pushing it. They told me son will not be allowed on campus at all without the vaccine. A few of us are not going to give to  our kids l, now they may not be able to go to college this fall. ","{0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.625,0.091,0.909,0,0,1,0,0,"Positive"
"1018","Our vaccine clinic with  is just kicking off at Back of the Yards College Prep. Thank you to everyone who has gotten vaccinated!#ProtectChicago ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0}",0.42,0.113,0.887,0,0,1,0,0,"Positive"
"1019","Reminder  Tomorrow, Friday June 18th is the last day that State-run  COVID-19 vaccine sites will be open: Regency Mall Celebration Church Legends Center Edward Waters College has made a map of open vaccine sites here: ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1020","Young New Yorkers: Get vaccinated for a chance to win a FREE college education!Here is the latest round of winners. More scholarships are being handed out through July 7.Sign up to get your vaccine today. ","{0, 0, 0, 0, 0, 0, 0, 1, 0, 2.8, 0, 3.033, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.922,0.299,0.701,0,0,1,0,0,"Positive"
"1021","   Are you really comparing smoking crack and blowing your kids college fund to not getting a vaccine, that is almost zero risk to him? Talk about a lack of respect.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.82165, 0, 0, 0, 0, 0, -1.3, 0, 2.1}",-0.006,0.088,0.795,0.117,0,0.429268292682927,0.570731707317073,0,"Negative"
"1022","Vaccine mandates are causing some tension among college communities (my latest for )  ","{0, 0, 0, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0}",-0.318,0,0.839,0.161,0,0,1,0,"Negative"
"1023","So I got my second vaccine, Im buying a house. But I just cant feel happy about any of it. Ive just always struggled socially and I dont think Im ever gonna be okay. I didnt have friends in college, friends in school. I dont think Ive ever made friends from any social","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.997, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35, 0, 0, 0, -2.331, 0, 0, 3.15, 0, 0, 0, 0, 0, 0, 0, 0, 3.15, 0, 0, 0}",0.057,0.156,0.69,0.153,1,0.504854368932039,0.495145631067961,0,"Positive"
"1024","SMCHD will be offering Pfizer and J&amp;J vaccine TOMORROW at St. Marys College of Marylands Mulberry Music Festival from 6pm-9pm! Walk-ups are welcome (as supply allows) or to secure your dose in advance; register at ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0}",0.836,0.217,0.783,0,0,1,0,0,"Positive"
"1025"," I need to know about the J&amp;J vaccine and whether her my college kids need a booster. Im very worried about the Delta variant","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.493, 0, 0, 0, 0}",-0.36,0,0.906,0.094,0,0,1,0,"Negative"
"1026","  #CDC is lying? What is Qanon? My college daughter has 2 friends at her university  who got the #Pfizer and have been in and out of the hospital with heart inflammation ","{0, 0, 0, -2.4, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.168,0.084,0.814,0.102,0,0.451612903225806,0.548387096774194,0,"Negative"
"1027","Story: Heres how to register for the Louisiana COVID-19 vaccine lottery with $1M grand prize as well as $100K prizes and $100K college scholarships #lagov #lalege  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2.3, 0, 1.1, 0, 0, 2, 0, 0, 0, 0, 0, 0}",0.886,0.341,0.659,0,0,1,0,0,"Positive"
"1028","Lol seeing the pictures got me so happy to have that phase over with cause wearing a mask and this vaccine for college is to much","{2.35, 0, 0, 0, 0, 0, 0, 2.993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.81,0.234,0.766,0,0,1,0,0,"Positive"
"1029","Louisianas vaccine lottery will have 4 $100K cash prizes for adults, 9 $100K college scholarships for youths 12-17 and a grand cash prize of $1M to be drawn Aug. 4 with winner announced Aug. 13 #lagov #lalege","{0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0}",0.92,0.284,0.716,0,0,1,0,0,"Positive"
"1030","I wanted to help my parents out with this college scholarship. | Long Island teens among winners of #COVID19 vaccine scholarship welcomethe boost | Plus, Long Island casino opening full capacity     ","{0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0}",0.818,0.233,0.767,0,0,1,0,0,"Positive"
"1031","COVID-19: School-based pop-up vaccine clinics coming to London and MiddlesexCounty ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1032","Go get the $$$ and go get the vaccine Louisiana!  College $, $100,000 prizes, and $1 million for the big one! ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0}",0.555,0.152,0.848,0,0,1,0,0,"Positive"
"1033","Carrot or stick? In some places, governments have opted for incentives such as free lottery tickets or college scholarships to lift coronavirus vaccination rates. In others, officials have looked to make shots mandatory. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3}",0.71,0.187,0.813,0,0,1,0,0,"Positive"
"1034","Its happening yall: Louisianas gonna do a vaccine lottery.One prize is $1 million, others include college scholarships. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0}",0.511,0.171,0.829,0,0,1,0,0,"Positive"
"1035","Giving out free-ride scholarships as part of a COVID vaccine lottery just highlights how messed up it is that we dont have tuition-free college! ","{1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0.09,0.821,0.09,0,0.5,0.5,0,"Negative"
"1036","So since my kid was away at college and got his vaccine there he is not a resident for the Illinois vaccine lottery. Assuming then he isnt a resident for tax purposes either?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1037","Yall dont find it suspect that theyre PAYING people and giving away free FULL RIDE college scholarships for getting that vaccine. Mmmm  yeah yall go ahead and get that Ill sitting back observing lol","{0, 0, 0, 0, 0.888, 0, 0, 0, 0, 0, 1.4, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 2.35}",0.853,0.299,0.637,0.064,0,0.823691460055096,0.176308539944904,0,"Positive"
"1038","YOUR SHOT AT A MILLIONGovernor Cooper visited the Davidson County Health Dept. vaccine clinic Thursday to see more people get their vaccines and discuss the Your Shot at a Million Summer Cash and College Tuition drawings. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1039","Tomorrow UAMS is hosting a vaccine clinic at Philander Smith College for Arkansans 12+. You can call 501-526-2211 to make an appointment, but walk-ups are welcome. Details: ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0}",0.612,0.133,0.867,0,1,1,0,0,"Positive"
"1040","* Four #LongIsland teens, including two from #NassauCounty, have won a full-ride college scholarship by receiving a COVID-19 vaccine. #DailyVoice  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.572,0.163,0.837,0,0,1,0,0,"Positive"
"1041","* Four #LongIsland teens, including two from #SuffolkCounty, have won a full-ride college scholarship by receiving a COVID-19 vaccine. #DailyVoice ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.572,0.163,0.837,0,0,1,0,0,"Positive"
"1042","Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)Date: 18-06-2021Age Limit: 45Available Capacity: 93Vaccine: COVISHIELDSlots: , 11:00AM-01:00PM, 01:00PM-03:00PM, 03:00PM-05:00PM, 05:00PM-06:00PM","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1043","Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)Date: 17-06-2021Age Limit: 45Available Capacity: 26Vaccine: COVISHIELDSlots: , 11:00AM-01:00PM, 01:00PM-03:00PM, 03:00PM-05:00PM, 05:00PM-06:00PM","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1044","American citizens may refuse vaccinations on philosophical or religious grounds.It is the same at Hillsdale College. We are not despots. ","{0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.296,0,0.896,0.104,0,0,1,0,"Negative"
"1045"," It wasnt reasoning, it was patience and not being too pushy.  My son was resistant but finally decided to be vaccinated after moving home from college for summer.  When he heard me scheduling his little brothers vaccine, he said I could (finally) schedule his, too. &lt;3","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.407, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.105,0.03,0.97,0,1,1,0,0,"Positive"
"1046","The CSU is proud to participate in the  #COVIDCollegeChallenge! The university has been a leader in the administration of COVID-19 vaccines, hosting vaccination sites and pop-up clinics which have administered more than 1.2 million vaccines. ","{0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.525,0.091,0.909,0,0,1,0,0,"Positive"
"1047","Get a vaccine, be entered to get a free year of college? Brilliant! #AlbionCollege #IoTriumphe! ","{0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 2.8, 0, 0}",0.826,0.371,0.629,0,0,1,0,0,"Positive"
"1048","Get your #COVID19 vaccine.Register at ","{0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1049","Get students vaxed or keep em in remote ed? 51% back vaccine mandates for middle school, 61% for college. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1050","Through a partnership between Albion College, Albion Health Care Alliance, Battle Creek Family YMCA, Calhoun County Public Health Department and Marshall Public Schools, three vaccine clinics will offer unique incentives, including a year of free tuition. #PurpleAndBold #MyAlbion","{0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 2.3, 0, 0, 0}",0.735,0.194,0.749,0.057,0,0.772908366533865,0.227091633466135,0,"Positive"
"1051"," Today Id my first #vaccine waiting long hours at #Kalaburagi V.G Womens College. Poorly organized, Health officials preferably treating their known folks &amp; Police presence a mute spectatorship. Corruption evergreen in karnataka govt. When will Govt officials practice sincerity?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1052","Every Oregonian who has received at least one dose of a COVID-19 vaccine before June 28 is eligible to win prizes including:$1 million grand prize$100,000 Oregon College Savings Plan scholarships$10,000 prizes for each county  #TakeYourShotOR ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0}",0.915,0.292,0.708,0,0,1,0,0,"Positive"
"1053","Sending Your Son to College? Is the Vaccine Risk Worth It? ","{0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0.9, 0}",-0.143,0.142,0.674,0.184,0,0.43558282208589,0.564417177914111,0,"Negative"
"1054","Every Oregonian who has received at least one dose of a COVID-19 vaccine before June 28 is eligible to win prizes including: $1 million grand prize $100,000 Oregon College Savings Plan scholarships $10,000 prizes for each county #TakeYourShotOR ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 2, 0, 0, 0, 2, 2.3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0}",0.944,0.328,0.672,0,0,1,0,0,"Positive"
"1055","  My community college in NYC are having students come back in the fall and upcoming semester ONLY if they have the vaccine. Lehman CollegeI still wont be getting it &amp;&amp; I just hope Im able to take the courses I need to take to graduate ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.44,0.061,0.939,0,0,1,0,0,"Positive"
"1056","Think that hospitals are the only institutions wrestling with whether they should make COVID-19 vaccination mandatory? Think again. Some colleges have told students that they cant return to campus unless theyre vaccinated.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.077,0.04,0.96,0,0,1,0,0,"Positive"
"1057","#SimoneScott Covid vaccine forced 19-year-old student into HEART TRANSPLANT, killing her within days from  #InjectableBioweapon While continues tricking kids to win full college scholarships  forced this","{0, 0, 0, -2, 0, 0, 0, 0, 0, -3.4, 0, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 2.8, 0, 0, 0, -2, 0}",-0.758,0.135,0.579,0.287,0,0.319905213270142,0.680094786729858,0,"Negative"
"1058","  Probably done there Josh, as the hospitals might be full and the college provides enough space to get people in and out with the vaccine. That could be the reasoning for it and one that makes sense to me.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1059","Illinois is not mandating a COVID-19 vaccine for athletes, AD Josh Whitman said, calling it a personal choice.But athletes who dont receive it will be required to wear masks and continue to undergo frequent COVID-19 testing, perhaps daily.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1060","ppl at my college are getting mad about having to get a vaccine but willingly drink a variety of alcohol from a frat boys shoe","{0, 0, 0, 0, 0, 0, -1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.273,0,0.92,0.08,1,0,1,0,"Negative"
"1061","The research is clear: vaccinations are our way forward. As part of our continued commitment to keeping our communities safe, our three universities have signed on to the  COVID-19 College Vaccine Challenge. #WeCanDoThis! Learn more: ","{0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0}",0.827,0.238,0.762,0,0,1,0,0,"Positive"
"1062","Our union and  are hosting a vaccine clinic this afternoon at Back of the Yards College Prep! Open to all students, families and neighbors ages 12 and up (under 18 must be accompanied by parents/guardian). Pre-registration and school/government-issued ID required. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1063","Get your Pfizer booster dose TODAY at San Juan College, HHPC, from 11 a.m. to 1 p.m.,  and be eligible for $100!The NMDOH will also offer the one-dose Johnson &amp; Johnson vaccine Today!Please note: The $100 will be sent via a gift card following the event. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0}",0.54,0.072,0.928,0,0,1,0,0,"Positive"
"1064"," has joined the  #COVIDCollegeChallenge! A Vaccine Champion College commits to engaging and organizing their campus communities in vaccination efforts and expanding access to the wider community. Learn more here: ","{0, 0, 0, 0, 0, 0, 0, 2.9, 0, 0.1, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.771,0.222,0.778,0,0,1,0,0,"Positive"
"1065","Some college students balk at COVID vaccine requirement ","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1066","Getting vaccinated couldnt be easier: Lehman Colleges Apex Center is an NYC vaccination site, open daily 10-6pm, no appointments needed. See ","{0, 0, 0, 0, -1.332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0}",-0.547,0,0.807,0.193,0,0,1,0,"Negative"
"1067","SCOTUS upheld Obamacare, and my sons college just announced a covid vaccine requirement for 2021-22. A much better day than yesterday when I got stung by a hornet in my neck. Much better.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9}",0.7,0.158,0.842,0,0,1,0,0,"Positive"
"1068","    Great. A load of clinically vulnerable kids now cant go to college because a handful of healthy people dont want to get a safe vaccine.","{0, 3.1, 0, 0, 0, 0, -0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, -0.222, 0, 0, 0, 1.9, 0}",0.821,0.287,0.621,0.092,0,0.757255936675462,0.242744063324538,0,"Positive"
"1069","Alice! is taking the pledge to help Columbia become a Vaccine Champion College. Together we can make a difference. Together we can protect the community. Together #WeCanDoThis. #COVIDCollegeChallenge Learn more: ","{0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 2.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0}",0.859,0.26,0.74,0,0,1,0,0,"Positive"
"1070","Some college students balk at COVID vaccine requirement | The College Fix ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1071","SEC charging toward uninterrupted college football season with 3-pronged approach | USA TODAY | ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1072","Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)Date: 18-06-2021Age Limit: 45Available Capacity: 147Vaccine: COVISHIELDSlots: , 11:00AM-01:00PM, 01:00PM-03:00PM, 03:00PM-05:00PM, 05:00PM-06:00PM","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1073","Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)Date: 17-06-2021Age Limit: 45Available Capacity: 28Vaccine: COVISHIELDSlots: , 11:00AM-01:00PM, 01:00PM-03:00PM, 03:00PM-05:00PM, 05:00PM-06:00PM","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1074","Great article on Rheumatic diseases and the Covid Vaccine ","{3.1, 0, 0, 0, 0, 0, 0, 0, 0}",0.625,0.339,0.661,0,0,1,0,0,"Positive"
"1075","It sounds like  will be keeping a better eye on all of the colleges. Ensuring there will be safety measures that are still being taken. I feel college kids are mature enough to take care of themselves and protect their peers by getting tested &amp; vaxed #vaccine #AZ ","{0, 0, 1.5, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 2.2, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.951,0.316,0.684,0,0,1,0,0,"Positive"
"1076","  Hi - yes you need to be over 40 at Jacobs Well due to the type of vaccine given (Astra Zeneca). You need an 8 week interval and the same as your first dose for your second so if its Pfizer you need to go to Bradford College. You can drop in they are open daily until 6.30PM. Mel","{0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, 0, 0, 0, 0, 0, 0, 0}",0.402,0.075,0.892,0.033,0,0.694444444444444,0.305555555555556,0,"Positive"
"1077","   the vaccine scam happened in a society in Kandivali and now we find that a vaccine drive in college is also a scam. The person who  conducted this drive in the society and the trustee of the college are the same #arresttheculprits","{0, 0, 0, -2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0}",-0.751,0.04,0.81,0.15,0,0.210526315789474,0.789473684210526,0,"Negative"
"1078","Vaccine camp in my college..    ","{0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
