"","access","mening","pandem","york","inelig","lot","nthe","program","summer","winner","countri","execut","healthi","research","semest","tomorrow","big","charg","decis","point","provid","sport","counti","famili","nvaccin","return","encourag","medicin","white","exam","monei","resid","coach","feel","governor","proof","footbal","posit","protocol","rate","understand","ducei","job","site","choic","wait","daughter","disast","draw","experiment","run","visit","walk","danger","drive","vax","american","call","tuition","immun","opinion","slot","certif","your","doctor","incent","parent","elig","friend","hous","join","safe","case","includ","learn","life","north","stop","hunter","institut","scienc","son","adult","govern","inform","read","approv","depart","hill","challeng","plan","polit","apologis","sir","talk","hospit","high","studi","enter","arizona","book","care","dr","good","wear","myocard","fulli","india","passport","show","gov","mandatori","person","live","take","thing","ban","basebal","protect","group","viru","announc","week","juli","cash","end","mistak","class","due","issu","staff","chanc","team","full","im","put","appoint","give","nc","prize","start","happen","back","educ","new","pm","plai","effect","center","children","open","order","freshman","player","june","offer","sydnei","forc","attend","nsw","dai","public","work","fall","young","lotteri","time","problem","million","di","risk","medic","mask","campu","win","test","dont","clinic","error","heart","seri","joseph","moderna","month","todai","shot","world","commun","jab","privat","free","make","athlet","scholarship","kid","st","ag","univers","receiv","state","mandat","health","amp","pfizer","requir","peopl","year","dose","school","student"
"live",2,1.93479342956695,1.87121951219512,2,2,2,2,2,1.96739671478347,1.96739671478347,1.84287054409006,1.96893695352048,1.96819703491153,2,1.93394308943089,1.96857410881801,1.96819703491153,2,2,1.96893695352048,2,1.93639406982305,1.84098517455763,2,1.96928635953026,1.96928635953026,1.90984320557491,2,2,1.96558265582656,2,1.7542908762421,1.90886917960089,2,2,1.90681086056144,2,2,2,1.97026101839966,1.85427862753204,2,1.93989547038328,1.93924611973392,1.93787390704096,1.85569105691057,1.94112699747687,2,2,2,1.97113821138211,1.97141143542583,1.97085572550641,1.97167584579072,2,1.90886917960089,1.94435975609756,1.91423430627749,2,1.94335169158143,2,2,1.97113821138211,1.97113821138211,2,2,1.91256717651922,1.9457590098289,2,1.97141143542583,1.97242026266417,2,1.97193186217576,1.91929698708752,1.94662424885118,1.94335169158143,2,1.97167584579072,1.94703832752613,1.94619799139168,1.97113821138211,1.94530672579453,1.97265336289727,1.9457590098289,1.97287950491445,1.97331212442559,1.97287950491445,1.97391598915989,1.94821249582359,2,2,1.94530672579453,2,1.97141143542583,1.97331212442559,2,1.89858793324775,1.97372037100653,1.97351916376307,2,1.94435975609756,1.91929698708752,2,1.97481786506177,2,1.97242026266417,1.95060975609756,1.94619799139168,1.95091839807287,1.94996873045654,2,1.95060975609756,1.92543995060204,0,1.95091839807287,1.87950058072009,1.9757566852777,1.97560975609756,1.97530487804878,1.97617697107204,1.95091839807287,1.93008130081301,1.95235394214407,1.92893187552565,2,1.9765689229926,2,1.90726346823908,1.90820875950695,1.9531378459852,1.95338753387534,1.91040318566451,1.95387062566278,1.97770386794777,1.93044760117931,1.9324867990948,1.9780961401847,2,1.97770386794777,1.90524250070087,1.90998239879306,1.9781894934334,1.95691816731251,1.95540773589554,2,1.92682926829268,1.97669376693767,1.91275797373358,1.9781894934334,1.97895532052666,1.97940151670424,1.9780961401847,2,1.93662891986063,1.87844217151849,2,2,1.97940151670424,1.93997713414634,2,1.97999237804878,1.9605721621126,1.92158988256549,1.94198606271777,1.90279250618593,1.92363330529857,1.96209624258405,1.98095556298029,1.90454163162321,2,1.96079494128275,1.94380679100909,1.98126893033636,1.85115697310819,1.92363330529857,2,1.94380679100909,1.86888251235454,2,2,1.98170731707317,1.98202453122797,2,2,1.96443657174002,1.90890390831619,1.98224932249322,1.84079335298847,1.98270283723245,2,1.9128463797727,1.82676672920575,1.9487087517934,1.89967994702571,1.96672086720867,2,1.98373983739837,1.90452443557893,1.95285125386465,1.90784192652053,1.96971005108281,1.92501878800301,1.89329268292683,1.97052069757339,1.79252288585878,1.8813863928113,1.92685894012225,1.85418243203912,1.80192454268293,1.698545923472
"take",2,2,2,2,2,1.9680464778504,2,1.96842355175689,1.96724615772235,2,1.93684710351377,2,1.9360929557008,1.9680464778504,1.96682098765432,2,1.9041394335512,2,1.96878639645935,1.96878639645935,1.96842355175689,2,2,1.9680464778504,2,2,2,2,1.90841750841751,1.82716049382716,1.96765432098765,2,1.96947250280584,1.97041294167731,1.97011046133853,2,2,1.96947250280584,1.97041294167731,1.97011046133853,1.94141033689056,2,1.96979717813051,2,1.9375727929187,2,1.97041294167731,2,1.96682098765432,1.91378263509411,2,1.9712608783647,1.94141033689056,2,2,1.96947250280584,2,1.9712608783647,2,2,2,1.96979717813051,1.97098765432099,1.94197530864198,1.88811728395062,2,1.97070516844528,1.97272894785333,2,1.9712608783647,1.88907882241216,1.8909157914133,1.94356261022928,2,1.9194847020934,1.94305057745918,2,2,2,2,1.91296296296296,2,2,1.86364473926663,1.94545789570665,2,1.91818684355998,1.97376543209877,2,1.83637368711996,2,1.97250280583614,2,1.9712608783647,2,2,2,1.9471396278908,2,2,1.97202932098765,1.94589687726943,2,1.97466730800064,2,2,1.97515432098765,1.97294843863471,1.97530864197531,1.97483380816714,2,1.92546296296296,1.94999218627911,1.95091839807287,0,1.95149911816578,2,1.87729599518217,1.87577160493827,1.97602641401091,1.90123456790123,2,2,1.97616006811409,2,1.97641836593147,1.97574955908289,1.88332654999322,2,1.97641836593147,1.8358024691358,1.95490047871,1.93035426731079,1.95510662177329,2,1.97734504263714,2,2,1.95510662177329,2,1.97734504263714,1.97803893637227,1.89154263297565,1.84287317620651,1.97830852659513,2,1.95308641975309,1.91215574548908,2,1.95760952693106,1.97925095964312,2,1.97945759967618,1.93617724867725,2,1.95956061047925,2,1.8755057578587,1.93952546296296,1.97952423968684,1.95968364197531,1.96027104799035,1.96049382716049,1.96102292768959,2,1.98075776926352,1.96179512846179,1.94241501775748,1.98075776926352,1.98103180443136,1.96049382716049,1.94335511982571,1.98111837327524,1.94373219373219,1.98075776926352,1.96132262798929,1.94335511982571,2,2,1.9631874298541,1.94467028003613,2,2,1.98203634345956,2,1.96326044920422,1.9462962962963,1.87511870845204,1.94765684051398,1.96530864197531,1.92967487557365,1.91263057929725,1.96550472040668,2,1.96641975308642,1.96727651346125,1.98358928033725,1.90362109321217,2,1.93795905610252,1.93881787392112,1.96970640107895,1.89223878349895,2,1.94011859628658,1.790318388564,1.8078760025232,2,1.88560956790123,1.7215976231473
"thing",2,1.83843537414966,1.87238095238095,2,2,1.8109243697479,1.96848739495798,2,2,2,1.87545787545788,2,2,1.87394957983193,1.9672619047619,2,1.93697478991597,2,1.90768194070081,1.93845462713387,1.96886446886447,1.87394957983193,2,1.93697478991597,2,1.96957671957672,1.94047619047619,1.93271221532091,1.96991341991342,2,1.96809523809524,2,1.96991341991342,1.82512315270936,1.97055137844612,1.93845462713387,1.96957671957672,1.96991341991342,1.97085385878489,2,1.79802259887006,2,1.94047619047619,1.96991341991342,1.96922731356694,2,1.91256157635468,1.88680718188915,2,2,2,1.97170179547229,2,2,1.97085385878489,1.96991341991342,2,1.91510538641686,1.94494047619048,1.97196620583717,1.97222222222222,2,1.97142857142857,1.85714285714286,1.97247023809524,1.97271062271062,1.94229217110573,1.97316986496091,2,2,1.97271062271062,1.97316986496091,1.97222222222222,1.9733893557423,1.97360248447205,1.83179723502304,1.97360248447205,1.88786482334869,2,2,1.91428571428571,2,1.94588744588745,1.97316986496091,1.94633972992182,1.86801242236025,2,2,2,1.94633972992182,2,1.91883116883117,2,2,1.97360248447205,1.97420634920635,1.89974937343358,1.97401073105298,2,2,2,1.92016806722689,2,1.85064935064935,2,1.97271062271062,1.97559523809524,2,1.95149911816578,1.87637362637363,2,1.95119047619048,1.87718505123568,1.87950058072009,1.95149911816578,0,2,1.92770034843206,1.95119047619048,2,1.97574955908289,2,2,2,1.97559523809524,2,2,1.90842490842491,1.9773425499232,1.95371856607812,2,1.93367346938776,1.95445134575569,2,1.93131868131868,1.93335787923417,2,1.93398268398268,1.97799422799423,2,1.93335787923417,1.89239926739927,1.91499777481086,1.93398268398268,2,2,1.90793650793651,1.95695970695971,2,2,1.9390756302521,2,1.97989851678376,1.91666666666667,1.98003072196621,1.96044244469441,2,1.9390756302521,1.92113095238095,2,1.98028273809524,1.92230576441103,1.90343915343915,1.96190476190476,1.94254658385093,1.9623973727422,1.94401544401544,1.98124592302674,1.9811986863711,2,1.96137566137566,1.96311858076564,2,1.96336996336996,2,1.96220446220446,1.85247432306256,2,2,1.98203463203463,1.90998838559814,2,2,2,1.98250864591647,1.92828456683878,1.91269841269841,1.98260073260073,1.93197278911565,1.98309523809524,1.93143854400399,1.8978021978022,1.91596638655462,2,1.90190476190476,1.98407917383821,1.96806039488966,1.93751106390512,1.98457411133467,1.92465340566606,1.92572692793932,1.95588235294118,1.92523228803717,2,1.91282339707537,1.79649122807018,1.94264859228363,1.97141720650074,1.84756324404762,1.85902027173677
"ban",2,2,1.96795180722892,2,2,2,2,2,2,2,1.93744207599629,1.41259377131166,2,1.96834396409166,2,2,2,1.9694332887104,1.96908388270061,2,1.96872103799815,1.93668792818332,2,2,2,1.9694332887104,2,1.93242535358827,2,2,1.96795180722892,2,2,2,1.70407947579793,1.87633553080246,2,2,2,1.97040794757979,1.94200530937309,1.82771084337349,1.97009466437177,2,1.96908388270061,2,2,2,2,1.94311672921193,2,2,2,2,2,1.9697699890471,1.97232680722892,1.71558364605965,2,1.97182277497085,2,2,2,2,2,2,2,2,2,2,1.9725671918443,2,1.7766303308472,1.97324592487597,1.94691810721145,1.97182277497085,2,1.97182277497085,2,2,1.97128514056225,2,1.9456005841548,1.91907930228376,2,2,2,2,2,1.97302643409459,2,1.9456005841548,2,2,2,2,2,2,2,1.66529130219508,2,1.97324592487597,2,2,2,2,2,1.97324592487597,0.951063513312509,1.9751312944084,1.56626506024096,2,2,1.9757566852777,2,2,0,2,1.97545180722892,1.97632390025217,2,2,1.97632390025217,2,2,1.97671585217274,2,1.95392559247981,2,1.97671585217274,2,2,2,1.97785079712791,2,2,2,2,2,2,2,2,2,2,1.91442405134557,2,2,2,2,2,2,1.52134752602644,2,2,2,2,2,1.95909689176876,2,2,1.96027861445783,1.84346408189148,2,1.98080895008606,1.96141086083464,2,1.94358515141648,2,2,2,1.98054439982151,1.96283171903299,1.85132687613198,1.98154155081866,2,2,2,2,2,2,2,2,2,2,1.96473043010029,1.98192771084337,1.98239625167336,2,1.98284976641259,1.98295180722892,1.94814861540402,1.94847080630213,1.9830498464446,2,1.96701472556894,2,1.98388676657851,1.66892103730909,1.81316816562023,1.87829800213512,1.80502541138003,1.8366575545881,1.93961210696444,2,1.64785124750972,1.98532022828155,1.95655615161375,2,1.91599209337349,1.75376437381248
"basebal",2,2,1.93560975609756,2,1.96857410881801,2,2,1.96857410881801,2,2,1.96857410881801,2,1.8727881396461,1.96819703491153,2,2,1.90459110473458,2,1.93787390704096,1.96893695352048,2,1.8727881396461,1.8727881396461,1.96819703491153,2,2,1.87979094076655,1.966065747614,2,2,2,2,1.45321507760532,1.88225399495374,2,1.96893695352048,1.90785907859079,1.78736141906874,1.76450798990749,2,1.97085572550641,2,1.96994773519164,1.93924611973392,1.90681086056144,2,2,1.91423430627749,1.93394308943089,1.97141143542583,1.7979674796748,2,2,2,2,2,1.97217987804878,2,2,2,1.94386372435153,2,2,1.97113821138211,2,1.97242026266417,1.97085572550641,2,2,2,2,2,1.88772744870306,1.91929698708752,1.97331212442559,1.94335169158143,1.89324849770237,1.97167584579072,2,2,1.94227642276423,1.97265336289727,1.94530672579453,1.97287950491445,1.97287950491445,1.89324849770237,1.97287950491445,1.94783197831978,2,2,1.97351916376307,1.78122690317812,2,2,1.86656062212796,2,2,2,1.94703832752613,2,2,2,1.81874373538256,1.94963573012353,2,1.94484052532833,2,2,2,1.77485928705441,2,1.97530487804878,1.92543995060204,1.97560975609756,1.87729599518217,1.92770034843206,2,0,1.92591463414634,2,1.9263775971093,2,2,2,2,1.78912030693341,2,2,1.95410437975347,1.9531378459852,2,1.88800398208064,1.60790031813362,1.95540773589554,1.90726346823908,1.97749559969827,2,2,1.46489283074649,2,2,1.89094746716698,2,2,1.95691816731251,2,1.72032520325203,1.93456848030019,2,2,1.95880303340849,2,2,1.26067073170732,1.9594807238395,1.97993086230075,2,1.91760606681697,2,2,1.97999237804878,2,1.94119241192412,2,1.92223400494875,2,1.98104812129202,1.98095556298029,1.96181665264929,1.94354708447747,1.96079494128275,2,2,2,1.90454163162321,1.86568309739041,1.86888251235454,1.96253786067272,2,2,1.52439024390244,2,2,1.96437380104138,1.96443657174002,1.96356156332648,1.55623306233062,2,2,2,2,1.87873671044403,1.8461262553802,1.98327999117095,1.88352303523035,2,2,1.98408740592982,2,1.44705155912319,1.98485502554141,1.86503381840541,1.96951219512195,2,1.97036041226554,1.80725288831836,1.92685894012225,2,1.95755525914634,1.98689330102052
"protect",2,1.93418367346939,1.9675,2,2,1.93578431372549,1.93578431372549,1.96826923076923,2,2,1.96826923076923,1.87452830188679,1.96789215686275,1.93578431372549,1.96666666666667,2,1.93578431372549,2,2,1.9686320754717,1.96826923076923,1.93578431372549,2,1.87156862745098,1.93796296296296,1.90694444444444,1.93928571428571,2,1.96931818181818,2,2,2,1.96931818181818,1.91077586206897,1.84978070175439,1.9686320754717,2,1.96931818181818,2,2,2,1.88333333333333,1.96964285714286,1.96931818181818,1.9372641509434,1.9125,1.97025862068966,2,2,2,2,1.8844262295082,2,1.97137096774194,1.88103448275862,1.96931818181818,1.971875,1.9422131147541,1.971875,1.88548387096774,2,2,2,2,1.94375,1.97211538461538,1.94110169491525,2,1.85416666666667,1.9422131147541,1.97211538461538,1.94514925373134,2,1.97279411764706,2,1.97137096774194,2,1.94274193548387,2,2,1.97083333333333,1.94469696969697,1.97234848484848,2,2,1.97300724637681,1.91772388059701,1.97361111111111,2,1.97257462686567,1.97321428571429,2,1.97398648648649,1.97110655737705,2,1.97361111111111,1.97434210526316,1.89366197183099,1.97321428571429,1.89520547945205,2,1.91838235294118,2,2,1.825,1.97211538461538,1.95,2,1.90061728395062,1.82275641025641,1.97545180722892,1.975,1.9496835443038,1.97530487804878,1.87577160493827,1.95119047619048,1.97545180722892,1.92591463414634,0,1.95174418604651,1.80123456790123,2,2,2,1.975,1.95252808988764,2,1.88255494505495,1.97674731182796,1.90505617977528,1.95277777777778,1.90918367346939,1.95326086956522,1.97739898989899,1.92953296703297,2,1.97779126213592,1.97739898989899,1.97739898989899,1.97600574712644,2,1.97788461538462,1.97815420560748,1.97739898989899,2,1.97530487804878,1.95277777777778,1.84519230769231,1.97788461538462,1.87190265486726,2,1.82233009708738,2,1.91428571428571,1.97943548387097,1.95925196850394,1.9796875,1.95819327731092,1.8171875,2,1.9390625,1.91992481203008,1.94027777777778,1.96071428571429,1.90126811594203,2,1.94222972972973,1.96130136986301,1.98060344827586,2,1.84074074074074,1.92385620915033,1.84771241830065,1.96217948717949,1.98060344827586,1.78557692307692,1.96192810457516,1.96192810457516,1.98083333333333,1.94431818181818,1.98140243902439,1.96343930635838,2,1.96376404494382,1.96382681564246,1.92590361445783,1.96388888888889,1.80206043956044,1.91198979591837,1.9825,1.92905759162304,1.80608974358974,1.96519607843137,1.96595022624434,1.93222222222222,1.95045180722892,1.96686991869919,1.90269516728625,1.95193661971831,1.96867088607595,1.84550147492625,1.90819327731092,1.86006097560976,1.96991094147583,1.93950131233596,1.87894736842105,1.92533454987835,1.95534009546539,1.898828125,1.7049453053783
"group",1.96837209302326,2,2,2,1.96914132379249,1.968764249886,2,1.96914132379249,1.96796392975795,2,1.96914132379249,2,2,2,2,2,1.968764249886,1.96985357450474,2,2,1.96914132379249,1.968764249886,1.968764249886,2,1.30663221360896,2,2,2,2,1.96614987080103,2,1.90956072351421,2,2,2,1.93900833698991,1.93970714900947,1.97019027484144,2,1.97082823337413,2,2,1.94102990033223,2,2,1.97170542635659,2,2,2,1.94395730080061,2,2,1.97142294048088,2,1.94226142742582,2,1.94549418604651,1.9719786504003,2,1.91672918229557,2,1.3218438538206,2,2,1.97274709302326,2,2,1.97344671988893,1.97170542635659,1.9719786504003,2,2,1.94499815430048,1.97366621067031,2,2,2,1.97224306076519,2,2,2,2,1.91966173361522,1.97344671988893,2,1.97387933940007,1.92034015966678,2,2,2,1.97408637873754,1.97322057787174,1.94971715901948,2,2,1.9234496124031,1.87607099143207,1.948575171962,2,2,1.97274709302326,2,1.97467346288627,1.95077016007249,2,1.97298747763864,1.95174418604651,1.94733242134063,2,1.97555158020274,2,1.95174418604651,1.97571386517515,1.97617697107204,1.97602641401091,2,1.97632390025217,2,1.95174418604651,0,1.92807924203273,2,1.97674418604651,2,2,1.97713613796708,1.97646733111849,2,1.97761940485121,2,1.95452196382429,1.9781680113906,1.95500505561173,1.95654216584449,1.93214924610273,2,2,1.97827108292225,2,2,1.91225125869096,2,1.95805259726146,2,2,1.97617697107204,1.97726098191214,1.93627012522361,1.49016100178891,1.97952253550113,2,2,2,2,1.98030757689422,1.98049807727522,1.98055959302326,1.97996873167872,1.94167877906977,1.96048402344489,1.98055959302326,1.96170659206155,1.9619293712317,1.9624584717608,1.92450286484665,2,1.926461345066,2,2,1.98174957646696,1.88578811369509,1.92734458124335,2,1.909809183065,2,1.9627581720605,1.98183614531084,1.96367229062168,1.94511627906977,1.98231148696265,2,1.98259174620245,1.96476813814232,1.93101646198066,1.96557100168897,2,2,1.9657551750575,1.96654010441386,2,1.62900280043833,1.98324388789505,1.95041039671683,2,1.95178294573643,1.95306808629868,1.23104556626962,1.92327310452148,1.90910579757615,1.92603768030615,1.94168896206352,1.84128069832584,1.89726318774816,1.94331025504468,1.90023194775072,1.80036719706242,1.85939002998925,1.59357828717323,1.90493277616279,1.77428928790994
"viru",1.96765432098765,2,1.93530864197531,2,2,2,1.9360929557008,2,2,2,1.96842355175689,2,1.8721859114016,1.9680464778504,2,2,1.9680464778504,2,1.96878639645935,1.96878639645935,2,1.9360929557008,2,2,2,1.96913580246914,2,2,1.90841750841751,1.93086419753086,1.87061728395062,2,1.96947250280584,1.94082588335462,2,1.96878639645935,1.96913580246914,1.93894500561167,2,1.79077322936972,1.94141033689056,2,2,2,1.96878639645935,1.97098765432099,1.97041294167731,2,2,1.88504351345881,1.97098765432099,2,2,1.97152528872959,1.97041294167731,2,1.94405864197531,1.9712608783647,2,1.88610115491836,2,2,2,1.94197530864198,1.88811728395062,2,1.97070516844528,2,1.94197530864198,1.9712608783647,1.97226970560304,1.91818684355998,1.94356261022928,1.97294843863471,1.94632313472893,1.88610115491836,2,1.88610115491836,2,2,1.85493827160494,1.97250280583614,1.89001122334456,1.97272894785333,1.97272894785333,1.94632313472893,1.91818684355998,2,2,1.97272894785333,2,1.91750841750842,2,2,1.97316156736447,1.97376543209877,1.92348927875244,1.8942792557816,2,2,2,1.94589687726943,1.94791138170134,1.92400192400192,1.95030864197531,1.88907882241216,1.97515432098765,2,2,1.87416904083571,2,1.90061728395062,1.97499609313955,1.95091839807287,1.90123456790123,1.97574955908289,2,1.9263775971093,1.80123456790123,1.92807924203273,0,2,1.92807924203273,1.92848020434227,2,1.97641836593147,2,1.95333061999729,2,1.92925509779442,1.92962962962963,1.95490047871,1.90713902308105,1.95510662177329,1.90666123999457,1.95469008527428,2,1.91021324354658,1.91021324354658,2,2,1.97803893637227,1.97830852659513,1.95510662177329,1.93492557978539,2,1.92962962962963,1.80235042735043,2,1.91521905386212,1.97925095964312,1.97794558312358,2,1.8723544973545,1.95917960971724,2,1.97984182098765,1.89625479821558,1.93952546296296,1.97952423968684,1.97984182098765,2,1.96049382716049,1.96102292768959,1.92163177670424,1.98075776926352,1.90448782115449,1.98080500591916,1.98075776926352,2,1.78271604938272,1.88671023965142,1.96223674655047,1.9812440645774,1.98075776926352,1.84529051195718,1.96223674655047,2,2,1.94478114478114,1.90778380006022,2,1.96333259407112,2,1.98206772880888,1.98163022460211,1.87469135802469,1.94647944647945,2,1.98265432098765,2,1.84273504273504,1.84477124183007,1.98312943410983,1.78172839506173,2,1.81948208370973,1.96787369773739,1.98413319422709,1.98448976402563,2,1.95455960161843,1.9384221619994,2,1.92514824535822,1.74538661468486,1.94088492385329,1.98526768614279,1.87131076388889,1.85417018355335
"announc",2,2,2,2,2,2,1.96928104575163,1.8482905982906,1.8108843537415,1.2750566893424,2,1.94004192872117,2,1.93856209150327,1.90416666666667,1.96965811965812,1.96928104575163,1.97037037037037,1.94004192872117,1.97002096436059,1.96965811965812,2,1.93856209150327,2,1.97037037037037,1.97037037037037,1.88412698412698,2,1.88282828282828,2,2,1.82222222222222,2,1.97164750957854,1.88538011695906,1.94004192872117,2,2,2,1.9140350877193,2,1.94444444444444,1.94206349206349,1.97070707070707,1.97002096436059,2,1.97164750957854,2,1.80833333333333,2,2,1.94499089253188,2,1.97275985663082,2,1.97070707070707,2,2,2,1.97275985663082,2,2,2,1.91666666666667,2,1.73504273504274,1.97193973634652,1.8698175787728,2,1.88998178506375,1.94700854700855,1.97396351575456,1.97301587301587,1.89673202614379,1.9743961352657,1.97275985663082,1.69275362318841,1.97275985663082,2,1.97418300653595,2,1.97373737373737,1.97373737373737,2,1.97396351575456,1.9743961352657,2,1.925,2,1.94792703150912,1.87301587301587,1.97373737373737,2,1.97249544626594,2,2,2,2,1.82222222222222,1.9751902587519,1.94652777777778,2,1.9751902587519,1.97590187590188,2,2,1.95277777777778,2,2,2,1.65261044176707,1.97638888888889,1.97623066104079,1.93008130081301,2,2,2,2,2,2,2,0,1.95452196382429,1.93218390804598,1.29166666666667,2,2,1.97789987789988,2,1.97765293383271,2,1.72290249433107,2,1.91515151515152,2,1.97857961053837,1.93754045307443,1.80909090909091,1.91515151515152,1.54789272030651,1.93573883161512,2,2,1.97878787878788,1.95908618899273,2,1.93333333333333,2,1.95854700854701,2,1.98048552754435,1.95836030204962,2,2,1.96164874551971,1.94304461942257,2,2,1.98107638888889,2,1.88645833333333,1.96274018379282,2,1.89047619047619,2,1.49578544061303,2,2,1.47777777777778,2,2,1.98235294117647,1.98235294117647,1.89487179487179,1.54980842911877,1.96379176379176,2,1.94705882352941,2,2,2,2,2,1.9832709113608,1.84972067039106,1.72583668005355,2,1.88376068376068,2,2,1.95095986038394,1.93504273504274,2,1.34328808446455,1.98444444444444,2,1.96964769647696,1.86654275092937,1.95610328638498,1.91434599156118,1.94375614552606,1.97217553688142,1.94336043360434,1.9726887192536,1.86264216972878,1.9312865497076,1.93227899432279,1.95950676213206,1.96080729166667,1.81965967790945
"week",2,1.96796392975795,1.93674418604651,2,2,2,1.937528499772,2,1.8718557190318,1.9359278595159,2,2,1.968764249886,1.968764249886,2,1.87656529516995,2,1.96985357450474,2,1.87801667397982,1.96914132379249,2,1.84382124943,1.875056999544,2,1.96985357450474,1.97051495016611,2,2,1.93229974160207,2,2,1.97019027484144,1.97113071371291,2,1.96950416849495,2,1.97019027484144,1.97113071371291,1.94165646674827,2,2,1.97051495016611,1.97019027484144,2,1.97170542635659,1.91339214113873,2,1.90261627906977,1.9719786504003,1.94341085271318,1.80385055280214,1.8285376428853,1.97224306076519,2,1.97019027484144,1.94549418604651,1.9719786504003,2,1.97224306076519,2,2,2,1.97170542635659,2,2,1.97142294048088,1.94689343977785,1.94341085271318,1.9719786504003,1.91896243291592,1.94689343977785,2,2,1.94775867880013,2,2,2,2,2,2,1.89288231148696,1.91966173361522,1.97344671988893,1.94689343977785,2,1.97344671988893,1.94896640826873,2,1.97344671988893,1.94817275747508,1.97322057787174,2,2,2,1.9234496124031,1.95042839657283,1.948575171962,1.97408637873754,2,1.91824127906977,1.97366621067031,1.97467346288627,1.92615524010873,1.97587209302326,1.97298747763864,2,2,2,1.97555158020274,2,1.97587209302326,2,1.95235394214407,2,2,1.97632390025217,2,2,1.97674418604651,1.92807924203273,1.95452196382429,0,1.93063352044908,1.95174418604651,1.97713613796708,2,1.90953232813698,1.95523880970243,1.93140841390123,1.97726098191214,1.95633602278121,2,1.91308433168898,1.97738308203424,1.95612562934548,1.78663355159178,2,1.95654216584449,1.97687784014969,1.91225125869096,1.93627012522361,1.81123668767659,1.93481324876674,1.91610519452293,1.76176971072036,1.95452196382429,1.97875670840787,1.91502683363148,2,1.85978112175103,2,2,1.97944352159468,2,1.96099615455045,2,1.95993746335744,2,1.98024201172244,1.92223837209302,1.96170659206155,1.84771748492679,1.92491694352159,1.98112571621166,1.96295108259824,1.9448460087995,2,1.94442662389735,1.94524872940089,1.9619293712317,1.98183614531084,1.96367229062168,1.909809183065,1.96295108259824,1.9627581720605,1.92734458124335,1.83652530779754,2,2,2,2,1.89430441442696,1.9482623464855,1.84506950760036,1.89408797982628,2,1.94863276258625,1.91635026103465,1.98337209302326,1.94940947278704,1.9329755515802,1.96694026447788,1.93538882458171,1.96785529715762,1.93742411506491,1.9372282094914,1.95396386271289,1.93940386505077,1.97041507212246,1.95626672154764,1.89899680802554,1.86790981281906,1.95748269128351,1.92873710553623,1.90018359853121,1.90157302099247,1.77576733085419,1.89135174418605,1.74921031989994
"juli",1.96850574712644,2,1.96850574712644,2,2,2,1.93779580797836,1.93854995579134,1.93619516772226,1.96809758386113,2,2,2,2,1.9676724137931,1.96927497789567,2,1.96998722860792,2,2,1.96927497789567,2,1.90669371196755,2,2,1.96998722860792,1.97064860426929,2,1.82194357366771,1.73026819923372,1.93701149425287,1.81992337164751,2,1.97126436781609,2,2,2,2,2,1.94192377495463,2,2,2,1.85161964472309,2,1.94367816091954,2,2,1.87068965517241,2,1.97183908045977,1.88844921801394,1.77245275667251,2,2,1.97032392894462,1.97288074712644,1.97211230450349,2,1.94475342973674,2,1.91194581280788,2,2,2,1.89248452696729,1.97155659458406,1.60370560988163,2,1.83267382702092,1.86560565870911,1.97358037399211,1.97263273125342,1.9737998647735,1.9480259870065,2,2,1.86188357434186,2,2,1.97183908045977,2,1.92006269592476,1.94716074798422,1.92074112197633,1.97401299350325,1.97358037399211,1.97461685823755,2,1.89432149596843,1.87110016420361,1.94670846394984,2,1.94422460900697,2,1.97461685823755,1.97534785238959,2,1.84532019704434,2,1.89152298850575,2,2,2,1.92801724137931,2,1.80804597701149,1.94759972954699,2,1.97568523430592,2,2,1.97584751927834,1.92893187552565,1.97616006811409,2,2,2,2,2,1.92848020434227,1.93218390804598,1.93063352044908,0,1.97600574712644,1.95453958414051,2,2,1.91101223581758,2,1.9095785440613,1.97830166549378,2,1.97840473702543,2,2,1.80917308336123,1.93521421107628,2,1.93103448275862,1.89098234387961,1.97889036251105,1.97915995273391,1.95680947405085,1.95831990546783,1.73941687692739,2,1.93667108753316,1.97889036251105,2,1.88061431469139,2,2,2,1.94132369299221,1.94189519413522,2,1.9403071573457,2,2,1.76831896551724,1.86690865093769,2,1.88817733990148,1.98125937031484,1.9448275862069,1.96349798073936,2,1.88965517241379,1.98188323057015,2,1.92787919765607,1.94590939824206,1.92838196286472,1.85287356321839,2,1.98196979941402,1.74757719179626,2,2,2,2,1.93007089269736,1.96577553919669,1.88043408463366,1.92992660296358,1.98295019157088,1.88107869142352,1.88382594417077,2,1.79924174038635,1.96675508399646,1.98360378634212,1.87184688198887,2,1.78285556017172,1.96888141295206,1.92394137503739,1.87987696292699,1.97068238032882,1.98555589461906,1.8999323867478,1.89819876647042,1.9157673071861,1.95764322563128,1.90111917725348,1.93036328551053,1.79178668422352,1.94621048850575,1.60301344314169
