"","text","positive","negative","assigned"
"453","Starting July 1, fully vaccinated residents can register to win $1 MIL (18+ residents) or a $300K college scholarship (12-17). Learn more about the MassVax Millions Vaccine Lottery Program at ",1,0,"Positive"
"454","Kudos to the staff at the Centennial College- Progress Campus vaccine clinic in Scarborough. In and out in 20 mins! #FullyVaccinated",1,0,"Positive"
"455"," I suggest you take on the vaccine issue ASAP.  People are being fired and college students are not getting refunds.",0,1,"Negative"
"456","Developing a new COVID-19 vaccine at Enzolytics in College Station, Texas.Some new hires for the company, and the future is looking bright. $ENZC ",1,0,"Positive"
"457"," dear sir I have taken vaccination under Mega Vaccine Drive organised by city police but till now I am not registered at cowin and showing not vaccinated. Place of Vaccine sultan ul uloom college date 15 June.",1,0,"Positive"
"458","19-Year-Old College Freshman Dies From Heart Problem One Month After Second Dose of Moderna Vaccine  Childrens Health DefenseDO NOT GIVE EXPERIMENTAL VACCINES to our children! They are not affected! ",0.306666666666667,0.693333333333333,"Negative"
"459","He is excited to have the opportunity to contribute developing a new COVID-19 vaccine at  in College Station, TX $ENZC ",1,0,"Positive"
"460","Two Americas may emerge as Delta variant spreads and vaccination rates drop. I call it two Covid nations, Peter Hotez, a vaccine researcher at Baylor College of Medicine in Houston, told BuzzFeed News. ",0,1,"Negative"
"461"," Hi, Can someone tell which vaccine will be provided at sheriden College clinic. Is it pfizer or moderna ? Thanks",1,0,"Positive"
"462","     College campuses are opening this fall and requiring a vaccine.  You dont want a vaccine you dont need to attend.  A choice.  Reasonable people determined the vax benefits far outweigh kids not having it.  Such an odd hill to die on for the Trumpers.",0.40084388185654,0.59915611814346,"Negative"
"463","If I was a doctor, Id tell the College of Physicians to fuck off and speak the truth about the Covid vaccine. That College is corrupt to start with anyways.",0.395348837209302,0.604651162790698,"Negative"
"464","  Being required to get a vaccine to attend college is NOT being locked down. Stop being so dramatic.",0,1,"Negative"
"465"," If you cant figure out why vaccine passports are a good thing, youre a lost cause.FTFY- My kids had to give vax records to enroll in college.- You have to provide vax records to travel to certain countries.But your selfish version of freedom is now a line in the sand?",0.630705394190871,0.369294605809129,"Positive"
"466","  I think there is enough data and information about the vaccine that anyone that has a college education like he does, should be able to determine that it is safe and effective. I  think he doesnt like the NFLs position on it and is spouting off because of that.",0.802139037433155,0.197860962566845,"Positive"
"467","#Patent_free_vaccineGurugram demands patent free vaccine for the global population.Heavy demonstration in front of dronachary college led by Swadeshi Jagran manch karykarta Ajay Bhati, Vikramaditya &amp; with citizens.    ",1,0,"Positive"
"468","Encouraged my class of college seniors to get the Covid vaccine by rhyming vaccine and pretty keen. ",1,0,"Positive"
"469","   Everything is open dude. I went to college in 2011, I needed a vaccine for tuberculosis. I didnt have it, I had to get it and done deal. I was able to go. Right now is the same thing, they want to be cautious so the can stay open and have in-person learning.",0.48,0.52,"Negative"
"470","  not even, I need a vaccine to attend college, you still have to wear masks in certain places and our economy still has not fully opened. Not til after september when unemployment ends",0.422222222222222,0.577777777777778,"Negative"
"471"," It is a grt decision by  thank you  ..corona will not vanish.. and colleges cant be closed forever... well take vaccine and attend college.. with proper precautions..but online studies just suck... anxiety..mental stry..strain on eyes..back pain",0.425101214574899,0.574898785425101,"Negative"
"472"," It is a grt decision by telangana govt  thank you  ..corona will not just vanish and for how long college should remain closed.. already we r suffering from 15 mnths.. well take vaccine and attend college",0.597826086956522,0.402173913043478,"Positive"
"473"," Twitter too. A disgraced Evergreen College professor who isnt even an MD is spreading stories about the ingredient that makes the vaccine work being toxic. ",0,1,"Negative"
"474","George Mason pitcher Sang Ho Baek dies in surgery to his throwing hand, minor outpatient hand surgery Tommy John surgery, EVERY pitcher has had this minimal surgery. Still in college and dead from the vaccine!!!! ",0.638376383763838,0.361623616236162,"Positive"
"475","Get the safe and free #COVID19 vaccine and you can be eligible to win $1M or a college scholarship. Learn more about the Massachusetts #VaxMillions Giveaway: ",1,0,"Positive"
"476"," Bro once I get my vaccine later this month, I want the invite lol missed my opportunity to try with coworkers in college",0.803763440860215,0.196236559139785,"Positive"
"477","      Collges reopen ayyelopu College staff and school staff ki vaccine veyinchandi sirThey can become super spreaders if collges are reopen. Vaeelainanta mandi super spreaders ki vaccine veyyandi sir  ",1,0,"Positive"
"478","19-Year-Old College Freshman Dies From Heart Problem One Month After Second Dose of Moderna Vaccine: ",0,1,"Negative"
"479","I dont need a college educated un-Christian diverse global elite tell me I need a vaccine out here in the country. They can stuff it. I come from healthy 100% American stock I trust my immune system! #antivax",1,0,"Positive"
"480","   sir still havent received the vaccination certificate for my first dose which I got on 15th June in  vaccine camp at Muffakham Jah College .. sir please look into this a lot of people didnt received the same. We need it for 2 dose",1,0,"Positive"
"481","  can I ask what kind of vaccine will be given for 2nd doses tomorrow (June 21) at Seneca college newnham location? Thx a lot!",1,0,"Positive"
"482","   You are ignoring the facts: the minimal risk of this virus to healthy young adults. This is the first time an unapproved vaccine has been a college entrance requirement for students with antibodies against the disease. Who does this protect?",0.424124513618677,0.575875486381323,"Negative"
"483"," Its kind request to tirupur collector,Chikkanna college road area la covid vaccine camp vaiga there so many population in this area.                      By Indian citizen",1,0,"Positive"
"484","  Leading to segregation again?? Its already here! Lol! BET, Black only college, black only fraternity and sororities, black only scholarships, black only schools, and lets not forget the vaccine segregation happening. The liberal LEFT are the ones doing it!",1,0,"Positive"
"485","My aunt got her first dose of the #Sputnik vaccine today at the vaccination centre in St. Anthonys College, Katugatota, Kandy. She has no complaints. Everything was well organised. It was an absolutely hassle free experience for her.  #GetVaccinated #Doyourpart#COVID19SL",1,0,"Positive"
"486","Survey reveals that 69% of surveyed college students expressed support for COVID vaccine requirements. Read more for vaccination rates among students and how they perceive campus communication.",1,0,"Positive"
"487","Vaccine aftermath was less of a pain than my last sem in college :)",0.497005988023952,0.502994011976048,"Negative"
"488","  First of all, its not a vaccine. Its experimental gene therapy. Not FDA approved even. Pharma companies are released from liability and the people are the testing guinea pigs. Research! Gates is a vaccine expert? No! A college dropout who believes in depopulation.",0,1,"Negative"
"489","Tulane University is participating in the White House and the U.S. Department of Educations COVID-19 College Vaccine Challenge. Read more about the program here. ",1,0,"Positive"
"490","   I took the second dose of vaccine (covaxin) at Jorhat College at 10 am today but I have not received any sms and also not found any second dose certificate on the Cowin website till now. Why there are no updates on the portal?",0,1,"Negative"
"491","If young people are the main people spreading the Delta variant.But the only people above 15 years old who are still in education is Year 12.Why havent 16-17 year old been offered the vaccine? #Covid_19Young people in college deserve to feel safe. ",1,0,"Positive"
"492","Sunday is the last day Ohio vaccine recipients can sign up for a chance to win a million dollars or a free ride to college through the states Vax-a-Million program. ",1,0,"Positive"
"493","FREE Public COVID-19 Vaccine Clinic on Thursday, June 24 at Muskegon Community College Health &amp; Wellness Center from 11AM - 6PM for anyone age 12+ --- no appointment necessary!  Parents must accompany their children under 18. See schedule of clinics: ",0.768472906403941,0.231527093596059,"Positive"
"494","To evaluate his vaccine, Salk would need tremendous amounts of HeLa cells. He would get help not from traditional established institutions (...) but from a small Black college in the South that had become famous for cultivating peanuts.",1,0,"Positive"
"495"," I know an 18 yo who isnt getting his vaccine b/c he cant afford to miss practice for football. He has a college scholarship and fears losing it.",0.211538461538462,0.788461538461538,"Negative"
"496"," Please dont disgrace my last name by embracing anti-vaccine ignorance. Id expect better from college educated person.",0.757647058823529,0.242352941176471,"Positive"
"497","  First one is interesting. The vast majority of college students are &gt;18 YO, so they can consent to the vaccine w/out their FB-addled parents",1,0,"Positive"
"498","   You do know that spike proteins are common once you get vaccinated or even get infected by a disease right? Whats more laughable is that you cited an article from a site which is clearly a source of anti-vaccine misinformation. You clearly did not ace your basic college biology. ",0.555555555555556,0.444444444444444,"Positive"
"499","Vaccine scam: After housing society, Ramesh Tauranis production house and a Mumbai college get duped ",0,1,"Negative"
"500","Vaccine scam: After housing society, Ramesh Tauranis production house and a Mumbai college get duped",0,1,"Negative"
"501","Vaccine scam: After housing society, Ramesh Tauranis production house and a Mumbai college get duped - Times of India ",0,1,"Negative"
"502","Another FIR in #vaccine scam in Mumbai. This time a film production house was cheated. One more college from Borivali has also come forward. If not for residents who came forward this group would have cheated many more people. ",0,1,"Negative"
"503"," I completely agree and understand that my mom has a low immune system and is not eligible to get the vaccine due to other medical issues. The reason I got it is bc I will be returning to my college campus in the fall and have to spend 3+ in class/labs, as I still live with my fam",0.705357142857143,0.294642857142857,"Positive"
"504"," Those getting such vaccine should be careful. It could be careful; they may be getting fake vaccine. ",0.506756756756757,0.493243243243243,"Positive"
"505","Its amazing people can live through a pandemic and dont understand a thing about viruses. Its also covered in every high school and college biology class. FYI: it would have been much more than an inconvenience without a vaccine.",0.696517412935323,0.303482587064677,"Positive"
"506","    Its amazing people can live through a pandemic and dont understand a thing about viruses. Its also covered in every high-school and college biology class. FYI: it would have been much more than an inconvenience without a vaccine.",0.696517412935323,0.303482587064677,"Positive"
"507"," If NFL is requiring players &amp; employees to get vaccine then he should either get it or quit. Im sure he has all the other vaccinations required for going to school. College &amp; NFL.",1,0,"Positive"
"508"," On 13th June, Vaccination Camp was organised in Nehru Memorial College in Puthanampatti it was a big drive. All the people in Musiri Block should get equal chances. So,camp is getting organized in rotation in various villages.Nearest, Vaccine is available in Omandur GH.",0.386138613861386,0.613861386138614,"Negative"
"509","So I decided to buy the College Football preview magazines on the 10th when I got my 2nd Vaccine shot, got the Athlon &amp; Lindys, only ones they had, I forget the one that is most popular/in depth, I think he works with the , but forget his name.",0,1,"Negative"
"510"," can I ask what kind of vaccine will be given for 2nd doses tomorrow (June 20) at Seneca college newnham location? Thx a lot!",1,0,"Positive"
"511","  This jerk needs 2B drug tested immediately. The vaccines that he took as a child 2B in school 2 develop his talent, get a college education &amp; compete on an elite level is nothing 2 throw away. This guys more stupid than a sack of hair. The vaccines more effective than 4 the flu",0.414847161572052,0.585152838427948,"Negative"
"512","Vaccine interchangeability guidance below. Although seems that it hasnt been cascaded properlythe Cambridge college nurse hadnt even heard of this. Shocking tbh since there are so many intl students under their care. Noting that under-40s are limited to the mRNA jabs per PHE ",0.411042944785276,0.588957055214724,"Negative"
"513","  Show me the evidence that they use aborted fetel stem cells and we can have a debate. I have a college friend who works for Pfizer and their vaccine who I went to college with who said thats nonsense. Ill gladly give you his contact info if you wanna talk to him.",0.502702702702703,0.497297297297297,"Positive"
"514"," They need to add Hampden Sydney College and University of Mary Washington on this list. Insane injecting kids with experimental vaccine for a virus with 99.9% survival rate.",0,1,"Negative"
"515","Check out this tweet from bradfordmdc:Get your vaccine today at Bradford College for over 18s or Jacobs Well Car Park if you are over 40.Our iwalkers a ",1,0,"Positive"
"516","My 20 year in ER for chest pain post college mandated Covid vaccine: ER physician said inflammation likely due to vaccine-we just dont know enough about themFearmonger   Warns Of Scary New Variant To Urge People To Get The Jab ",0,1,"Negative"
"517","College Baseballs Sang Ho Baek Died After Complications From Tommy John Surgery ",0,1,"Negative"
"518","im surprsied my college provide free vaccine, bcus i expect the worst lol.and its sinovac on top of that.but for now its only for the local student?  still waiting they allow nonn-local student to be able to get it.",0.630705394190871,0.369294605809129,"Positive"
"519","New post: Clark Atlanta University welcomes Vice President Kamala Harris and accepts The White House COVID-19 college vaccine challenge Harris issued the challenge as ",1,0,"Positive"
"520","A college in #Tennessee plans to charge students who have not gotten a #Vaccine for #COVID19 over $1,000 per semester, pending the full approval of the vaccines. ",1,0,"Positive"
"521","This guy nails it  . Stop mandatory testing and mandatory experimental shots to keep job or go to college. Criminal Truth is coming out Waiting for your press conference. Enough already H1N1 vaccine killed 53 it is stopped. 6000 deaths from C19 shot. Still being pushed ",0.29042904290429,0.70957095709571,"Negative"
"522"," Brampton! A temporary vaccine clinic is opening at at Sheridan College! Limited appointments are available through the Provincial booking system. ",0,1,"Negative"
"523","I called my Congressman Chris Smith to help me navigate my 20 year old son going back to college where they informed him he can not return without proof of a vaccination!Its been almost 2weeks &amp; no response.I will call again on Monday! This cant be Constitutional!Forced vaccine",0.644859813084112,0.355140186915888,"Positive"
"524","Get enrolled, get jabbed: Community college makes it easy - Associated Press ",1,0,"Positive"
"525"," I feel like we need the childs placemat at friendlys equivalent of an explanation to get people like Cole to understand the vaccine doesnt make you immune  also true.silly me for thinking I did research in college reading things written by experts in the fields ",0.72463768115942,0.27536231884058,"Positive"
"526","  Im only answering your questions to why people are hesitant in relation to your comparison to college mandated vaccines. A lot of people feel better about the risk of contracted covid than the unknown affects of a vaccine not properly vetted",0.414473684210526,0.585526315789474,"Negative"
"527","                                        This is crazy. Dem states wont let them come to college without vaccine. Some pro games wont allow people in without cars showing vaccine.",0,1,"Negative"
"528","  Stop being ignorant. This is not a medical procedure. Its a vaccine. Should be required. Just like ones you need for kindergarten or college or to travel certain places. Stop the bs, grow up, get vaccinated! Stop spread to others and helping this virus mutate.",0.430555555555556,0.569444444444444,"Negative"
"529"," Then he can retire.  Just like if you didnt have your vaccines to go to college, you cant attend.  Thats their choice too.  Is the meningococcal vaccine necessary in your opinion?  Its not like that is circulating the earth killing millions of people.",0.277777777777778,0.722222222222222,"Negative"
"530","   Do you know who requires you to take vaccines? Colleges. If you have taken a college course, you kid, have taken a vaccine. And that means you are nothing more than a sheep (or your parents are). Congratulations.",1,0,"Positive"
"531","Vaccination slot available On:  - Date: 21-06-2021 - For Age(+): 18 - Slot Available: 113 - Vaccine : COVISHIELDIn P.D. PANDYA COLLEGE, NA-, Ahmedabad Corporation, Gujarat, 380050 Fee: Free #COVID19 #Vaccine #CovidIndia #vaccination #Cowin #India",1,0,"Positive"
"532","Vaccination slot available On:  - Date: 20-06-2021 - For Age(+): 18 - Slot Available: 149 - Vaccine : COVISHIELDIn P.D. PANDYA COLLEGE, NA-, Ahmedabad Corporation, Gujarat, 380050 Fee: Free #COVID19 #Vaccine #CovidIndia #vaccination #Cowin #India",1,0,"Positive"
"533"," My Daughter found a great Nanny Gig while home from College this Summer.  First question, vaccinated, check!  The folks were extra appreciative and gave her even more money since they were having trouble finding kids who were willing to get the vaccine.  Unreal.",0.748792270531401,0.251207729468599,"Positive"
"534"," Because of personal religious issues.The vaccine being in trial stage. You mean to tell me that after a year of being in the pandemic, there is just a magical vaccine that only took 1 year to prepare? Only reason why I did get it was because I wanna play college football. ",1,0,"Positive"
"535","Hooray for #COVID19 vaccine distribution! Its about time students returned to experience the best of college on campus. Read up on how colleges across the country are planning returns to campus life from . ",1,0,"Positive"
"536","Clark Atlanta University Welcomes Vice President Kamala Harris To CAU And Accepts The White House COVID-19 College Vaccine Challenge ",1,0,"Positive"
"537"," My friends daughter has full ride track scholarship at major Florida college. She had covid with little effects. Then pressured into getting vaccine. 1 week after vaccine developed major lung issues. Cant run track anymore this year after having ZERO issues running all season.",0.656565656565657,0.343434343434343,"Positive"
"538","according to kings college you can have a high chance of getting covid after two vaccines read ",1,0,"Positive"
"539","Oberlin College has signed on to the  COVID-19 College Vaccine Challenge, joining more than 600 colleges and universities taking the pledge to be a Vaccine Champion College: ",1,0,"Positive"
"540","my vaccine site was closed today for some reason  but I did get to see someone do aggressive donuts in the parking lot of my old college",0,1,"Negative"
"541","How tf you sit out a whole year of college ball cuz of COVID, then when a vaccine is made for COVID, you dont wanna take it and evvvvvvvveryone has to know that youre not taking it? Fucking dumb if you ask me. Like I said, at least shut the fuck up about it",0.259493670886076,0.740506329113924,"Negative"
"542","   I have taken a college stats class and passed with an A. I have also taken history and government classes. I am currently on track to graduate college a year early. I know it is my right to not take an experimental vaccine if I choose not to. So thanks for your insight",0,1,"Negative"
"543","   Way to deflect your minimal understanding of basic statistics! You take a community college course on intro to basic statistics, it might really change your outlook on things like the vaccine. Maybe your ignorance in statistics is creating an inadvertent mental block!",0.441860465116279,0.558139534883721,"Negative"
"544","  Wow. Read ur Twitter page sounds like ur wallowing in a lot of anger there my friend.hows that working 4 ya ?  (&amp; get the dam vaccine, there aint no chip in it. 4 gods sake, your college educated, get w it, stop feeling sorry 4 yourself and be grateful U can get poked !",0.641891891891892,0.358108108108108,"Positive"
"545","  So you expect over 600,000 people in the U.S. will die from the vaccine? There are zero reasons to think this. Shame, lemme guess.  Some high school, but no college.  Right?",0,1,"Negative"
"546","I was surprised to receive a call for 2nd dose of Covaxin vaccine from NHM Assam for my wife and daughter at North Guwahati college. Never expected such efficiency and dedication. Salute to    ",0.473684210526316,0.526315789473684,"Negative"
"547","     please help me regarding vaccine for tomorrow? My sister got her first dose at Kamargaon College on 10th May. As we didnt get any information regarding todays vaccination drive for 2nd dose, kindly inform if she can get the 2nd dose at Golaghat sport complex ",1,0,"Positive"
"548"," please help me regarding vaccine for tomorrow? My sister got her first dose at Kamargaon College on 10th May. As we didnt get any information regarding todays vaccination drive for 2nd dose, kindly inform if she can get the 2nd dose at Golaghat sport complex ",1,0,"Positive"
"549","-The Biden administration and ICE still have no clear plan to provide vaccine access to the more than 22,100 detained people in ICE custody.-backing away from a promise of free college/university tuition for students from families making less than $125,000",0.521739130434783,0.478260869565217,"Positive"
"550","I still have cousins dying from covid (one from yesterday) &amp; mfs think they finna pressure me into being into large social gatherings with a bunch of college students who most likely dont have their vaccine and dont even want to wear a mask.... LMFAOOOOnopeOOOOOOO",0,1,"Negative"
"551","What people dont understand is, we probably wouldnt even need a vaccine passport if so many people werent so reluctant to get the vaccine. When I applied to college in 2016, you just needed a letter from your GP confirming you had the meningitis c vaccine. #NoVaccinePassports",1,0,"Positive"
"552"," Hey GOD gave people the vaccine just as he provided food! Humans are the only fools or morons that pollute and take everything for granted look only to why there is climate changing POLLUTION FROM HUMANS! You really a college graduate???",0.326315789473684,0.673684210526316,"Negative"
"553","   Not exactly the same thing as reproductive health. One is a public safety issue, the other is a personal decision. But he has the right to refuse and deal with the ramifications just like any college student has the right to refuse the meningitis vaccine and not go to college.",0.478494623655914,0.521505376344086,"Negative"
"554","Keep your masks on and use the fucking sanitizer whenever needed and get the vaccine or Ill fuck you if my college remain close or else ",0,1,"Negative"
"555"," I feel you. In my country, were at the worst peak weve ever seen, yet everybodys going out without a care in the world, nobody wants to take a second dose of the vaccine, and vaccination rates keep plummeting. At this rate  Ill be done with college before we stop the pandemic",0,1,"Negative"
"556"," I was able to book my second dose of Pfizer at Centennial College for Sunday. But just got an email that Im being offered Moderna? I would like to have the same vaccine. Do I still go to my appointment tmrw, will they have Pfizer?",1,0,"Positive"
"557","Tennessee College to Charge Unvaccinated Students $1,500If FDA does a quick approval of this vaccine with all its problems.we have a bigger problem than we thought!  ",0.556650246305419,0.443349753694581,"Positive"
"558"," Getting to play in the NFL was probably his dream. Now hell toss it all away. Some college kid be more than happy to take vaccine &amp; play in the NFL",0.699724517906336,0.300275482093664,"Positive"
"559","If you did coke or smoked weed in college, you probably shouldnt use the argument Im not putting that in my body because I dont know whats in it if youre referring to the vaccine",1,0,"Positive"
"560","   ~a 1/3 of HS &amp; college athletes who got covid last year got myocarditis. Thats *way* more than the % who developed it after vaccine. So yes, lets talk about risk assessment.",0.588652482269504,0.411347517730496,"Positive"
"561","   I remember having to show proof of vaccination when I applied to teachers college. I also needed a negative TB test when I applied for jobs. My kids needed updated vaccine cards when enrolled in school. How is this different?",0,1,"Negative"
"562","Oh, \Merica\ .... sighThose who are most hesitant to get the coronavirus vaccine include white evangelicals, Republicans, rural Americans, young adults and those without college degrees. ",0,1,"Negative"
"563","    Sir I humbly request you to look into the vaccine shortage matter and help us in getting our 2nd dose of Covaxin on or before 21 June. We have taken our 1st dose on 10th May in Diphu Girls College, Diphu(Karbi Anglong).",0.653543307086614,0.346456692913386,"Positive"
"564"," Pushing this vaccine that is NOT safe for some people who dropped dead in front of the person giving the vaccine! Are you serious enticing our young adults with college tuition? And if they died, how can you justify the death? What retribution",0.128048780487805,0.871951219512195,"Negative"
"565","I just dont understand why everyone treats this vaccine so much more different than every other vaccine we are REQUIRED to have to go public schools and college and what not lol ",0,1,"Negative"
"566","Those who are most hesitant to get the coronavirus vaccine include white evangelicals, Republicans, rural Americans, young adults and those without college degrees. ",0,1,"Negative"
"567","NGL, I feel kinda like a chump. Here I was getting the vaccine because I wanted to be protected and do the right thing, when I could have gotten like a chance for a sweet 1M or college tuition or idk a free metrocard. Lol",0.932960893854749,0.0670391061452514,"Positive"
"568"," Unethical bribery. Check out the lottery drawing prizes in West Virginia. Rifles, shotguns, custom outfitted trucks, college scholarships ",0.476014760147601,0.523985239852398,"Negative"
"569"," He can do what he wants but If my kid has to get a vaccine to go to college he should need one to play.",1,0,"Positive"
"570"," my daughter is about to enter her senior year at one of these private colleges. Were currently fighting the vaccine requirement. How do we join and/or support this effort? Her college is also having a zoom meeting about this on Thursday.",0.6625,0.3375,"Positive"
"571"," One college aged employee quit. I wholeheartedly support the vaccine mandate. We should not be giving idiots the spotlight. How about all the other employees who probably did a sigh of relief. And there should be no exceptions for religious reasons. Thats a false crutch. ",0.619718309859155,0.380281690140845,"Positive"
"572","Pleased to speak to faculty and students at Deen Dayal Upadhyaya College University of Delhi, on 23.06.2021 at 3.00 PM, Universal Access to Vaccine and Global Politics ",1,0,"Positive"
"573","      Myocarditis in younger age groups is occurring at less than 1 in 100,000 from the vaccine, and the inflammation subsides quickly on its own. By contrast, the Big Ten and PAC 12 last year found myocarditis in 1 in 8 college athletes testing positive for Covid, and lasting longer.",1,0,"Positive"
"574","  Working at Methodist Hospital in Houston was my first job out of college. I had to get a series of vaccinations to stay employed. The only one that was optional was the Hep vaccine but I also wasnt in a unit that had a high chance of dealing with blood. This isnt different.",1,0,"Positive"
"575","Imagine getting the vaccine the same week as college is done for the year  guess who gets to enjoy summer",1,0,"Positive"
"576","Albion College offering year of free tuition to a student who gets COVID-19 vaccine ",1,0,"Positive"
"577"," So sorry to hear about your experience. Young people have been left behind throughout Covid &amp; many are waiting on vaccine to restart their lives , its completely unfair. Also bonkers to expect college to resume in Sept without 18+ students being protected in some way",0.368421052631579,0.631578947368421,"Negative"
"578"," This is why ppl entering college are required to get a Meningococcal vaccine. My friend ran MSUs Residence Life pgm at the time. Huge crisis! ",0.584717607973422,0.415282392026578,"Positive"
"579","   I was in my 30s in college and didn\t have access to my medical records as a kid as well. They had me sign a waiver that said that I take the risks of being on campus without a vaccine, and agree to isolate if there\s a breakout. Thankfully I never had to isolate.",0.697115384615385,0.302884615384615,"Positive"
"580","LSU Board of supervisors asks State of Louisiana to include a Covid-19 vaccine to list of required shots for students to attend college! Will the state agree? #bbn #COVID19 #CovidVaccine #LSU #Louisianacovid ",1,0,"Positive"
"581","Vaccine Scam: #Mumbais Aditya College Alleges Scam On Campus; Complaint Filed | HW English #AdityaCollege #Borivali #COVID19 #Featured #India #KokilabenHospital #VaccineScam ",0,1,"Negative"
"582","The same with my family of 5 (including my college age granddaughter) we have a confirmed western brand vaccine (one of the most efficacious &amp; trusted) thru private corporation procurement; just awaiting advise of jab date. ",1,0,"Positive"
"583","When will school open?, Will I get promoted?, Will I be able to go to college?, Can I get the vaccine even if I am not 18 years old?  these are some questions Samadrita Chowdhury, one of the 20 social workers who are part of our #ConnectKaro initiative, are facing. (1/2) ",1,0,"Positive"
"584","about to leave for college. then his best friend story goes to the mom who flashes back to being an Indian immigrant in the US but is surrounded by cute star wars characters and shit. BRO Im so high off this vaccine wtf",0.350490196078431,0.649509803921569,"Negative"
"585","Mumbai COVID-19 Vaccination Scam: Aditya College in Borivali Complains of Fake Coronavirus Vaccine Drive#Mumbai #Covid19 #Coronavirus #AdityaCollege #vaccinescam#Maharashtra #COVIDVaccination  ",0,1,"Negative"
"586","Get your vaccine today at Bradford College for over 18s or Jacobs Well Car Park if you are over 40.Our iwalkers are in the city to provide information about the vaccination centres open this weekend.Check out the timetable here: ",1,0,"Positive"
"587","#VToo: Now, Mumbai college complains of Vaccine scam ",0,1,"Negative"
"588","#MiddayNews Now, #Mumbai #college complains of #vaccinescam          ",0,1,"Negative"
"589","#VToo: Now, Mumbai college complains of Vaccine scam#VToo #MumbaiCollege #Mumbai #College #VaccineScam #Vaccine #Vaccination #CoronaVaccine #CovidVaccine",0,1,"Negative"
"590","A #MumbaiCollege on Saturday claimed it may have been #cheated in a #VaccinationDrive on it campus, conducted by an event management company earlier this month.#Mumbai  #VaccinationDrive #VaccineScam",0,1,"Negative"
"591","I think there will be workplace imposed mandates in the US.Research from Imperial College London published Thursday found the prevalence of Covid-19 in England is increasing exponentially, driven by younger age groups that havent been vaccinated.",0,1,"Negative"
"592","          #Reopencolleges PLEASE OPEN COLLEGE INSTITUTE WITH VACCINE CERTIFICATE AND MASK     ",1,0,"Positive"
"593","Havent had your COVID-19 vaccination yet? If you are aged 18 plus you can go to walk in to Bradford College on Saturday or Sunday between 9am and 6.30pm.Vaccine is suitable for 18 and over. First and second doses. The full schedule of drop ins is here: ",0,1,"Negative"
"594"," Just a couple of questions. 1. Did you get the MMR vaccine as a child? 2. Did you get the mandatory meningitis vaccine prior to going to college? 99% sure you did so why is this different? Why is this vaccine so politicized and different than those?",1,0,"Positive"
"595"," Thank God people like you werent around when the polio vaccine came out. And smallpox. Obviously you were on the jock courses in college.",1,0,"Positive"
"596","I understand the jab (vaccine) is still experimental,  in Canada the College of Physicians &amp; politicians have banned the use of Ivermectin for the treatment of COVID-19. Peru, Mexico, India provided to citizens and decimated COVID-19. Seems they all should be charged with murder.",0,1,"Negative"
"597","  Meet the Ohio vaccine lotterys $1 million winner: A 22-yr-old who thought it was a prank. More than 2.7 million Ohioans entered to win $1M in the lottery. The lottery also offers a full-ride scholarship to college for children ages 12 to 17. ",1,0,"Positive"
"598"," Matt, I respect everyones opinion, even if w dont agree.  Im not anti vax.  I want it to be 100% safe though. If it isnt it shouldnt be forced.  Justin Harrington a college student out of New Jersey had heart inflammation after receiving the vaccine.    1/",0.849206349206349,0.150793650793651,"Positive"
"599","  Not really. Someones beliefs in politics or religion wont give them a virus that can kill them. Covid does that. Vaccine prevent that. Coles had a number of vaccinations to go to school and college, so wheres all the detrimental affects then?",0.337748344370861,0.662251655629139,"Negative"
"600","19-Year-Old College Freshman Dies From Heart Problem One Month After Second Dose of Moderna Vaccine.",0,1,"Negative"
"601","Very interested in what all the NFL guys who needed tutors to pass basic beginner college &amp; high school courses will do with all the vaccine facts &amp; data they need to see. Like dogs trying to read Infinite Jest.",1,0,"Positive"
"602","Fighting Stigma :  Rohingya refugees struggle for vaccine in COVID-hit India: We have a team of doctors that comes every day to check the health of inmates, he said. A physician at the Government Medical College in Kathua said... ",0,1,"Negative"
"603","  I dont think it s a secret that some folks find COVID-19 political. Especially if Beasley doesnt want the vaccine. Blink doesnt bring up politics, but its a sensitive topic for an account that covers how OU dominates the rest of college football.",0.537037037037037,0.462962962962963,"Positive"
"604","  Is your kid planning to go to college? If so she is going to need to get that experimental vaccine lol",1,0,"Positive"
"605","Those who are most hesitant to get the coronavirus vaccine include white evangelicals, Republicans, rural Americans, young adults and those without college degrees.I dont even know where to begin . . . ",0,1,"Negative"
"606"," Didnt your sugar daddy die from Covid while Rupert Murdoch &amp; Trump got the vaccine as early as humanly possible? (Trump had to wait 3 months after monoclonal treatment in Oct)Should people follow example of a college dropout or Billionaire owner of Fox and the Ex President?",0,1,"Negative"
"607","              No actually kids arent having a choice theyre telling kids if they want to go to college which many of them already paid for they have to get the vaccine, theyre telling people who work at these colleges &amp; other jobs they have to get the vaccine if they want to keep their job.",0.541176470588235,0.458823529411765,"Positive"
"608","He also insisted that he isn\t going to get vaccinated because he doesn\t want to take meds for a leg that isn\t broken. What\s wrong with your brain? Once you have  Covid the vaccine isn\t going to work! DAH! Did you make it through college or did someone else take the tests!",0.157534246575342,0.842465753424658,"Negative"
"609","  Maybe if they werent pushing an EUA vaccine on college and school age kids, while EXEMPTING faculty and staff, you could convince the rest of us. But none of it makes ANY sense so no, were not interested.",0.195402298850575,0.804597701149425,"Negative"
