"","access","mening","pandem","york","inelig","lot","nthe","program","summer","winner","countri","execut","healthi","research","semest","tomorrow","big","charg","decis","point","provid","sport","counti","famili","return","encourag","medicin","white","exam","monei","resid","coach","feel","governor","proof","footbal","posit","protocol","rate","understand","ducei","job","site","choic","wait","daughter","disast","draw","experiment","run","visit","walk","danger","drive","vax","american","call","tuition","immun","opinion","slot","certif","your","doctor","incent","parent","elig","friend","hous","join","safe","case","includ","learn","life","north","stop","hunter","institut","scienc","son","adult","govern","inform","read","approv","depart","hill","challeng","plan","polit","apologis","sir","talk","deenanath","have","navail","nslot","shivajinagar","high","pvt","studi","enter","arizona","book","care","dr","good","wear","myocard","fulli","india","passport","nage","show","gov","mandatori","person","live","take","thing","ban","basebal","protect","group","viru","announc","week","juli","cash","end","mistak","class","due","issu","staff","chanc","team","full","im","put","appoint","give","nc","prize","start","happen","back","educ","new","plai","effect","children","open","order","freshman","player","june","offer","sydnei","forc","attend","nsw","dai","public","work","fall","young","lotteri","time","problem","million","bmcc","hospit","di","risk","mask","campu","win","test","dont","clinic","error","heart","seri","joseph","moderna","month","todai","shot","world","center","commun","jab","privat","free","make","athlet","scholarship","kid","st","univers","receiv","state","mandat","health","amp","pfizer","requir","peopl","year","dose","school","pm","nmin","nnaval","vaccinepun","code","pin","cowin","ndate","limit","covishield","nvaccin","student","medic","pune","ag","ndose","capac"
"white",1,0,3,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,36,14,0,0,10,2,1,0,0,1,1,1,0,9,1,2,2,1,6,1,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,0,3,1,0,0,1,0,3,4,0,6,0,3,0,2,0,1,3,0,0,0,1,0,0,0,0,0,1,0,1,8,3,0,0,2,0,0,0,0,2,1,0,0,1,2,4,2,2,4,8,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,0,1,0,0,0,0,0,2,8,2,0,6,2,0,0,1,1,12,4,3,2,3,3,2,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0
"exam",0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,2,0,0,1,1,1,1,0,4,0,2,0,0,3,0,0,6,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,2,0,0,2,0,2,0,1,5,0,0,0,0,1,2,0,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,1,1,0,2,1,0,0,0,0,0,4,1,0,2,0,1,0,1,0,1,2,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,1,2,1,1,0,0,0,1,0,1,0,0,0,0,8,3,2,0,0,0,3,1,0,2,6,7,3,0,0,0,0,0,0,1,0,0,0,1,20,1,0,3,0,0
"monei",0,0,2,0,0,4,0,0,2,3,1,0,0,1,1,1,1,1,2,0,0,1,0,3,0,0,0,0,1,57,0,0,1,0,1,1,0,0,0,1,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,9,1,0,0,1,0,2,1,1,0,1,1,0,0,0,1,2,2,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,4,0,0,2,0,1,1,0,0,0,1,0,1,2,1,0,0,1,1,1,0,0,0,4,0,0,2,4,0,0,0,1,0,0,2,0,1,3,1,0,5,1,4,4,0,2,0,1,1,1,2,1,1,1,1,0,2,2,3,0,0,2,0,3,1,0,10,2,2,5,0,0,1,0,1,0,10,1,3,0,0,1,0,1,2,1,1,3,0,0,1,1,3,4,9,4,9,8,2,2,3,7,3,1,3,2,2,6,3,4,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0
"resid",0,0,0,0,0,0,1,4,2,0,1,0,0,0,5,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,57,0,1,2,0,0,1,0,0,0,0,0,1,1,1,0,0,2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,4,0,3,1,1,0,0,1,2,1,1,1,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,12,0,0,0,0,3,1,2,8,0,0,0,0,0,3,0,6,0,6,14,1,1,0,1,0,0,8,0,0,1,1,0,3,0,11,5,1,0,1,0,0,0,0,1,1,0,0,0,9,1,0,2,1,1,0,2,5,0,14,3,0,19,0,0,0,0,0,7,13,0,0,1,1,0,1,2,0,1,1,4,1,1,2,2,2,3,1,0,20,1,5,2,10,4,1,2,6,3,12,2,8,15,4,0,0,0,0,0,0,0,0,1,1,0,16,2,0,6,0,0
"coach",0,1,1,0,0,0,2,1,0,0,2,0,1,0,0,0,3,0,2,0,0,2,0,0,0,6,1,0,0,0,0,58,2,0,1,4,3,1,1,0,0,4,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,1,2,0,0,3,0,1,0,3,1,1,0,0,0,0,15,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,1,1,3,1,1,0,18,1,0,1,0,1,0,0,2,0,0,1,12,0,4,13,2,3,2,0,1,26,0,0,4,0,0,2,8,0,0,0,0,0,22,0,0,0,1,0,0,1,0,0,1,2,1,1,1,1,0,0,0,3,0,0,3,2,9,0,0,0,14,0,0,0,2,1,15,0,0,0,0,1,4,9,1,6,8,0,1,22,0,1,6,0,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"feel",0,0,4,0,0,5,1,0,0,0,1,0,0,2,1,0,2,1,0,0,0,0,1,2,0,2,1,0,0,1,1,2,58,0,0,2,1,1,1,2,0,1,0,4,1,1,1,0,0,0,0,0,0,1,1,0,0,2,2,1,0,0,1,2,1,3,1,2,1,0,5,1,0,0,1,1,2,0,0,2,4,0,0,2,3,0,0,0,0,3,1,0,0,2,0,0,0,0,0,2,0,1,1,0,0,3,0,3,1,1,1,0,0,0,2,0,2,3,0,1,6,0,4,3,0,2,1,1,1,1,1,0,0,0,2,0,2,4,1,5,0,0,4,5,1,1,2,2,5,0,3,1,0,1,1,0,2,0,3,0,0,2,0,0,0,3,0,1,1,2,0,2,0,0,0,3,1,2,2,3,3,0,1,4,3,0,0,3,4,1,4,0,1,1,0,3,5,5,3,9,2,0,0,5,2,2,9,1,5,11,5,4,11,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0
"governor",0,0,0,1,0,1,1,1,0,1,0,28,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,58,4,0,0,0,0,0,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,15,1,0,0,12,0,4,1,0,1,0,1,1,10,0,5,0,0,4,0,0,3,2,0,5,1,20,1,3,0,1,0,1,0,2,3,0,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,3,8,0,1,10,0,2,1,3,2,0,2,0,0,0,0,18,0,2,5,1,0,0,0,0,0,0,0,3,2,0,0,2,3,1,0,3,0,5,0,0,10,3,18,33,6,4,0,3,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,30,0,0,1,0,0
"proof",0,4,0,0,0,0,1,2,0,0,1,5,0,0,2,0,3,1,2,0,3,1,1,0,7,0,0,0,0,1,0,1,0,4,58,0,0,0,0,1,2,2,1,2,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,2,2,1,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,1,6,0,0,0,1,1,0,0,1,2,0,9,2,1,3,3,0,2,4,1,1,2,1,2,1,0,0,0,0,5,0,0,2,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,2,0,6,0,1,2,0,0,3,8,0,0,6,8,7,1,0,1,0,0,0,2,0,0,3,1,0,4,2,0,0,0,1,0,0,1,2,3,2,1,5,0,0,0,5,2,0,5,0,8,3,10,13,2,3,0,19,4,2,1,9,1,0,0,0,0,0,0,0,0,1,0,18,0,0,1,0,0
"footbal",0,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,1,18,0,1,0,2,0,0,0,2,0,0,0,1,0,4,2,0,0,59,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,2,2,0,0,1,0,3,0,2,1,0,0,0,0,0,0,1,1,1,0,0,5,1,1,0,0,0,1,0,2,0,1,0,1,6,0,0,0,0,0,6,0,1,0,4,1,0,1,0,2,1,0,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,4,2,1,0,0,0,1,1,0,1,0,1,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"posit",0,0,1,0,1,1,0,0,0,0,0,0,4,0,0,0,1,0,3,0,0,3,0,0,1,1,0,0,0,0,1,3,1,0,0,0,59,1,0,2,0,0,0,1,0,4,0,0,3,1,0,0,1,0,3,1,0,0,0,0,0,0,3,1,1,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,4,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,2,3,0,1,0,2,0,1,0,0,1,1,0,7,1,1,2,0,1,0,0,2,0,0,1,0,0,2,7,4,0,2,0,2,11,0,0,2,1,1,0,2,4,0,0,0,0,22,0,0,0,2,1,0,4,0,6,2,2,0,3,0,1,0,0,1,6,2,0,1,41,3,0,0,1,10,0,0,2,2,0,8,0,0,2,0,2,4,10,0,6,2,1,0,11,1,0,2,1,4,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0
"protocol",0,0,0,22,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,59,0,0,0,0,0,0,0,0,7,1,0,26,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,2,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,8,0,0,0,0,1,0,0,26,0,0,35,2,1,2,6,1,1,0,0,0,14,0,0,0,1,0,1,2,0,0,0,0,0,10,0,0,0,2,0,0,0,1,0,1,0,0,22,0,0,0,0,0,0,0,0,2,4,0,0,0,1,41,0,0,3,7,0,41,0,0,0,0,0,1,13,0,0,1,1,1,40,2,1,3,0,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"rate",1,1,1,0,0,1,1,0,1,0,4,0,2,1,0,0,0,0,0,3,0,0,0,0,3,1,1,3,0,0,0,1,1,0,0,0,0,0,59,1,0,1,0,0,0,0,2,0,3,0,0,0,0,2,3,1,1,0,1,1,0,0,0,2,5,2,0,1,2,0,0,3,1,0,2,0,3,0,0,1,0,2,1,1,5,2,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,3,1,4,0,1,1,0,2,0,3,0,1,1,0,1,0,0,1,7,3,2,2,0,2,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,4,1,0,4,1,3,0,2,1,0,1,1,3,1,0,4,0,2,5,6,2,3,2,0,0,2,1,2,3,2,1,0,1,2,0,3,0,0,1,1,1,6,1,0,5,1,0,5,2,4,2,7,0,2,0,6,4,1,0,0,7,9,6,3,1,0,0,0,0,0,0,0,0,0,0,0,15,1,0,8,0,0
"understand",10,1,3,0,10,1,0,2,0,0,0,0,1,3,1,0,3,1,0,2,1,1,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,0,1,59,0,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,1,1,0,1,0,0,1,2,1,1,0,1,0,0,0,1,0,1,0,0,5,0,1,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,5,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,3,5,2,7,2,1,0,0,2,0,0,0,0,1,1,9,2,2,0,3,0,0,2,2,0,0,0,0,1,1,0,1,0,3,3,0,0,0,0,2,0,0,0,2,2,10,1,1,4,1,1,1,3,1,0,0,0,0,4,2,1,0,3,5,0,5,0,2,0,0,0,2,0,3,0,2,1,10,1,4,6,0,4,1,1,2,1,0,10,2,7,8,15,3,0,22,0,0,0,0,0,0,0,0,0,0,0,7,2,0,2,0,0
"ducei",0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,2,0,0,0,0,0,60,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,43,0,0,0,5,0,4,37,1,3,0,0,0,6,0,4,0,0,2,0,0,0,0,0,6,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,29,0,0,0,0,0,1,6,0,0,16,0,1,0,0,0,0,0,0,0,0,0,51,1,0,10,0,0,0,0,0,0,0,0,0,1,1,0,5,3,0,0,1,0,0,1,0,17,2,16,50,0,2,0,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,51,0,0,0,0,0
"job",0,0,1,0,0,2,0,1,6,2,0,0,0,2,1,0,3,0,1,0,0,0,0,1,1,2,0,0,1,2,0,4,1,0,2,0,0,0,1,2,1,60,0,4,1,3,1,1,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,3,0,1,0,1,1,0,0,0,0,1,2,1,4,1,0,0,1,0,4,0,0,1,0,1,1,0,2,0,1,1,0,0,0,0,0,4,0,1,0,0,0,1,0,2,0,0,0,0,2,0,1,0,2,1,2,1,2,1,1,1,2,0,2,1,0,1,3,0,1,2,1,0,1,3,1,0,1,2,2,1,1,8,2,1,3,2,0,1,1,0,0,2,3,0,0,0,5,3,0,2,0,10,1,3,2,1,0,1,0,3,0,1,1,0,0,3,4,0,0,0,3,1,0,2,0,3,2,0,0,2,1,2,4,1,2,4,1,1,3,3,2,2,5,2,3,9,5,1,9,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0
"site",0,0,0,0,0,1,2,0,1,1,0,0,0,0,1,3,0,0,0,5,0,0,10,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,60,0,2,0,0,3,0,2,4,5,0,4,2,0,1,0,0,0,1,0,0,0,1,0,1,2,0,2,0,0,0,2,0,1,3,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,1,1,5,0,2,0,1,0,0,0,0,1,0,0,1,7,3,0,0,0,0,4,0,0,0,0,0,8,0,0,0,6,4,0,0,0,0,4,1,6,2,0,0,1,0,2,0,3,0,0,0,4,3,4,0,5,0,0,0,1,0,1,8,2,0,7,7,1,0,1,2,0,1,0,6,1,2,2,0,5,8,9,3,0,3,8,3,5,0,0,0,0,0,0,0,0,1,4,0,2,0,3,0,0
"choic",0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,1,0,3,0,0,1,0,2,0,0,0,0,0,0,1,2,4,0,2,0,1,0,0,1,2,4,0,61,0,2,1,0,0,0,0,0,0,0,3,0,1,0,1,3,0,0,0,0,0,2,0,0,1,0,2,0,0,0,2,0,2,0,0,1,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,1,0,2,0,2,0,0,0,1,1,2,6,2,2,1,1,3,2,0,1,1,0,0,0,1,0,1,0,1,0,2,3,0,4,2,0,1,1,0,0,1,1,2,0,3,2,2,2,1,0,7,1,0,0,6,8,0,1,0,7,3,2,0,2,0,1,0,1,0,6,3,2,1,2,8,1,0,0,4,0,0,0,0,2,4,0,0,1,0,3,13,8,1,8,0,5,2,4,5,1,4,1,10,10,1,0,5,0,0,0,0,0,0,0,0,0,0,0,9,2,0,2,0,0
"wait",1,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,0,1,0,1,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,1,2,0,61,0,0,1,1,1,0,2,0,1,0,0,2,0,1,0,3,0,1,0,0,2,0,0,0,0,1,0,0,2,1,0,1,3,0,0,1,2,0,1,1,5,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,3,0,2,1,0,1,0,0,0,0,0,2,0,5,0,0,0,0,3,1,1,0,1,2,0,2,0,1,1,1,2,0,0,3,7,0,2,2,1,0,5,0,2,0,1,0,0,2,3,0,0,0,3,1,0,4,0,1,0,2,2,3,3,0,5,1,0,0,4,1,2,1,0,0,1,1,2,0,0,0,5,1,3,2,5,0,0,3,4,3,2,7,1,1,8,4,4,3,1,2,3,10,6,5,7,3,8,5,3,0,0,0,0,0,0,0,0,2,0,19,3,0,9,0,0
"daughter",0,4,0,0,0,2,0,1,1,1,1,0,0,0,0,0,2,0,2,1,0,0,0,1,7,0,0,1,1,2,0,0,1,0,2,0,4,0,0,1,0,3,0,2,0,62,0,0,1,2,0,0,0,0,2,0,2,0,2,0,0,1,0,0,0,2,0,5,1,1,0,2,0,0,0,1,0,0,0,1,6,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,2,2,1,1,2,1,0,0,0,1,0,3,0,2,1,3,0,0,1,0,1,1,3,0,0,2,0,1,2,3,0,1,1,4,2,2,2,1,0,0,1,3,1,1,0,1,1,0,1,1,2,0,0,2,0,5,4,0,2,1,2,6,2,0,5,2,0,0,1,1,1,0,4,1,6,5,0,0,3,0,0,0,4,1,3,0,1,0,2,1,1,7,3,3,7,2,5,4,1,4,3,3,1,8,0,11,3,9,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,0
"disast",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,1,1,0,0,0,7,2,0,0,1,0,1,0,0,62,0,0,0,0,0,0,2,2,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,12,0,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,56,0,0,0,22,0,56,0,0,0,0,0,1,58,0,0,0,0,0,14,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"draw",0,0,0,0,0,0,1,6,15,9,0,0,0,1,0,1,5,0,0,1,0,0,5,0,0,1,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,1,3,0,1,0,0,62,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,5,0,0,1,0,0,1,11,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,19,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,6,3,4,15,1,0,0,0,0,1,10,0,5,2,1,1,0,4,7,1,1,1,7,5,0,0,1,0,0,1,0,3,1,0,0,0,0,1,1,0,0,1,9,5,0,22,0,0,0,0,0,0,22,0,1,1,0,0,0,0,0,1,4,8,0,0,0,0,0,1,2,0,17,0,0,2,5,2,0,3,9,1,0,5,2,10,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0
"experiment",0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,3,1,1,2,0,0,1,1,0,0,62,0,0,0,3,0,2,1,1,0,1,1,0,0,0,1,0,0,0,2,0,0,1,1,1,0,2,0,3,0,1,0,2,0,2,2,1,8,0,0,0,1,2,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,3,3,0,3,0,1,0,0,0,1,5,0,0,3,0,2,1,0,2,4,0,1,0,0,0,0,1,2,0,0,1,0,0,3,0,0,3,2,0,1,1,1,0,2,1,5,2,0,3,1,1,1,0,2,9,4,1,1,1,1,0,1,1,0,1,1,0,0,3,9,1,0,1,8,1,2,0,2,1,0,1,1,0,4,1,0,0,3,0,0,0,5,0,10,0,5,3,5,10,4,5,0,7,11,7,1,5,0,0,0,0,2,0,0,0,0,0,0,15,7,0,5,0,0
"run",0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,26,0,0,0,0,2,0,1,2,0,0,0,62,0,1,0,1,1,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,1,1,0,0,0,0,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,7,0,0,1,1,0,0,0,7,0,0,1,0,2,1,0,35,0,0,27,1,0,1,1,2,1,0,2,0,0,0,0,0,0,1,0,0,2,2,2,0,0,1,2,0,0,0,0,1,3,1,0,0,1,0,22,0,0,0,3,0,1,0,0,0,1,6,2,0,0,33,1,0,0,0,0,33,2,0,1,1,2,1,1,1,0,1,0,1,36,5,8,5,2,2,10,3,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0
"visit",1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,0,0,1,0,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,62,5,0,1,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,3,2,0,1,2,0,1,0,0,1,0,0,1,0,7,2,0,3,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,4,0,0,2,7,4,2,6,0,1,0,2,3,0,1,1,1,4,11,2,0,1,2,0,0,2,1,0,1,0,0,0,0,0,9,5,0,0,0,1,5,2,2,4,0,1,3,0,1,0,2,0,0,4,4,1,5,1,10,1,0,0,1,0,0,11,6,0,5,6,5,0,9,3,0,3,0,4,2,7,1,0,5,9,3,2,1,4,10,2,12,0,0,0,0,0,1,0,0,0,1,7,1,0,3,0,0
"walk",0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,9,1,1,1,2,2,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,0,1,5,62,0,1,0,0,2,0,0,0,1,0,2,0,0,1,2,0,1,1,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,6,8,0,0,0,1,0,0,2,0,5,2,0,1,10,2,0,0,5,0,3,0,2,0,0,0,8,0,0,1,12,4,0,1,0,0,8,1,2,0,0,0,7,0,0,0,1,0,2,0,2,0,1,0,21,0,0,1,0,2,0,7,2,1,1,8,3,0,4,6,0,0,1,15,2,4,0,0,1,11,8,5,3,1,19,0,14,0,0,0,2,0,0,0,0,1,1,3,3,0,8,0,0
"danger",0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,63,0,0,1,0,0,2,0,0,0,0,2,0,1,0,3,1,0,0,0,5,0,0,0,2,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,2,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,39,0,0,1,0,2,0,0,1,0,0,3,1,0,0,0,1,0,0,1,0,0,0,2,0,0,2,4,0,0,0,0,0,3,0,7,1,0,0,2,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,4,1,1,2,1,41,3,4,1,0,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,45,6,0,4,0,0
"drive",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,2,0,2,2,0,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,4,0,1,0,2,0,0,1,1,1,0,63,2,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,1,0,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,2,0,0,0,1,6,2,0,0,0,2,2,0,3,0,0,1,0,0,1,0,0,4,2,1,0,0,0,0,1,0,0,0,1,2,2,2,0,0,0,0,0,0,0,4,4,0,0,2,2,1,0,1,0,0,0,9,4,0,0,0,0,3,0,0,2,1,0,2,0,1,0,2,0,3,1,1,1,3,1,1,0,1,0,0,0,3,4,1,1,1,1,0,0,10,0,0,1,1,3,1,2,4,2,1,9,0,1,6,3,6,0,3,0,0,0,0,0,3,0,1,1,0,17,2,0,6,0,0
"vax",1,1,0,0,1,1,0,1,1,2,2,0,0,0,0,0,1,1,1,0,2,0,0,0,4,0,0,0,0,0,1,0,1,0,1,0,3,0,3,1,0,1,2,3,0,2,2,0,2,1,1,0,0,2,63,1,1,0,0,1,0,0,1,2,3,1,0,1,0,0,1,2,1,0,3,0,1,0,2,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,1,3,2,0,2,0,0,0,4,1,3,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,1,1,1,1,0,2,1,1,0,0,7,1,0,1,5,1,3,0,0,0,1,1,0,3,3,1,2,2,2,4,3,1,1,0,4,0,1,0,0,2,2,1,4,3,0,0,3,1,0,1,1,0,2,1,1,1,0,1,5,4,2,3,5,0,3,2,4,13,2,8,1,9,10,8,4,11,1,0,0,0,0,0,0,0,0,0,1,16,2,0,4,0,0
