"","clean_text","date","text","retweet_count","favorite_count","reply"
"982","Another FIR in #vaccine scam in Mumbai. This time a film production house was cheated. One more college from Borivali has also come forward. If not for residents who came forward this group would have cheated many more people. ",2021-06-20 07:25:43,"b'Another FIR in #vaccine scam in Mumbai. This time a film production house was cheated. One more college from Borivali has also come forward. If not for residents who came forward this group would have cheated many more people. https://t.co/0mWQnIV5ab'",0,2,0
"983","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,356,298,Dose2 Capacity: 422,381,87,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 07:21:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,356,298,\nDose2 Capacity: 422,381,87,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"984","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,356,316,Dose2 Capacity: 422,381,87,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 07:16:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,356,316,\nDose2 Capacity: 422,381,87,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"985","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,356,322,Dose2 Capacity: 422,381,87,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 07:11:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,356,322,\nDose2 Capacity: 422,381,87,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"986","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,356,335,Dose2 Capacity: 422,381,87,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 07:06:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,356,335,\nDose2 Capacity: 422,381,87,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"987","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,357,348,Dose2 Capacity: 422,382,87,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 07:01:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,357,348,\nDose2 Capacity: 422,382,87,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"988","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,357,364,Dose2 Capacity: 422,382,88,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 06:56:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,357,364,\nDose2 Capacity: 422,382,88,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"989","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,358,372,Dose2 Capacity: 422,383,88,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 06:51:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,358,372,\nDose2 Capacity: 422,383,88,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"990"," I completely agree and understand that my mom has a low immune system and is not eligible to get the vaccine due to other medical issues. The reason I got it is bc I will be returning to my college campus in the fall and have to spend 3+ in class/labs, as I still live with my fam",2021-06-20 06:51:20,"b'@glittrgyu I completely agree and understand that my mom has a low immune system and is not eligible to get the vaccine due to other medical issues. The reason I got it is bc I will be returning to my college campus in the fall and have to spend 3+ in class/labs, as I still live with my fam'",0,1,1
"991","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,358,391,Dose2 Capacity: 422,384,89,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 06:46:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,358,391,\nDose2 Capacity: 422,384,89,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"992","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,360,402,Dose2 Capacity: 422,384,89,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 06:41:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,360,402,\nDose2 Capacity: 422,384,89,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"993","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,361,414,Dose2 Capacity: 422,384,90,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 06:36:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,361,414,\nDose2 Capacity: 422,384,90,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"994"," Those getting such vaccine should be careful. It could be careful; they may be getting fake vaccine. ",2021-06-20 06:34:26,"b'@sunnymahat Those getting such vaccine should be careful. It could be careful; they may be getting fake vaccine. \n\nhttps://t.co/gJ6fjROMyn'",0,1,1
"995","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,362,432,Dose2 Capacity: 422,384,91,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 06:31:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,362,432,\nDose2 Capacity: 422,384,91,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"996"," Has there been any incident in US also? ",2021-06-20 06:29:15,"b'@DrGodseRavi1 Has there been any incident in US also? https://t.co/8AeyRNYYqS\nDownload the TOI app now:\nhttps://t.co/qM6RP0KDSM'",0,0,0
"997","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,362,454,Dose2 Capacity: 422,384,92,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 06:26:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,362,454,\nDose2 Capacity: 422,384,92,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"998","Its amazing people can live through a pandemic and dont understand a thing about viruses. Its also covered in every high school and college biology class. FYI: it would have been much more than an inconvenience without a vaccine.",2021-06-20 06:24:16,"b""It's amazing people can live through a pandemic and don't understand a thing about viruses. Its also covered in every high school and college biology class. FYI: it would have been much more than an inconvenience without a vaccine.""",1,1,0
"999","    Its amazing people can live through a pandemic and dont understand a thing about viruses. Its also covered in every high-school and college biology class. FYI: it would have been much more than an inconvenience without a vaccine.",2021-06-20 06:21:33,"b""@pdvalenti64 @Brooks8314 @Sh8dyGr8dy @Bease11 It's amazing people can live through a pandemic and don't understand a thing about viruses. Its also covered in every high-school and college biology class. FYI: it would have been much more than an inconvenience without a vaccine.""",0,0,1
"1000","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,364,482,Dose2 Capacity: 422,384,92,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 06:21:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,364,482,\nDose2 Capacity: 422,384,92,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1001","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,365,506,Dose2 Capacity: 422,384,93,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 06:16:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,365,506,\nDose2 Capacity: 422,384,93,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1002","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,365,516,Dose2 Capacity: 422,384,93,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 06:11:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,365,516,\nDose2 Capacity: 422,384,93,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1003","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,366,530,Dose2 Capacity: 422,383,93,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 06:06:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,366,530,\nDose2 Capacity: 422,383,93,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1004","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1,366,556,Dose2 Capacity: 420,383,94,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 06:01:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1,366,556,\nDose2 Capacity: 420,383,94,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1005","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,366,575,Dose2 Capacity: 420,383,95,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 05:56:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,366,575,\nDose2 Capacity: 420,383,95,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1006","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1,367,600,Dose2 Capacity: 420,383,95,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 05:51:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1,367,600,\nDose2 Capacity: 420,383,95,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1007","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,367,632,Dose2 Capacity: 420,383,95,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 05:46:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,367,632,\nDose2 Capacity: 420,383,95,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1008","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1,370,663,Dose2 Capacity: 420,384,95,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 05:41:25,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1,370,663,\nDose2 Capacity: 420,384,95,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1009","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,372,687,Dose2 Capacity: 420,384,95,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 05:36:25,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,372,687,\nDose2 Capacity: 420,384,95,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1010"," If NFL is requiring players &amp; employees to get vaccine then he should either get it or quit. Im sure he has all the other vaccinations required for going to school. College &amp; NFL.",2021-06-20 05:31:40,"b'@NormOrnstein If NFL is requiring players &amp; employees to get vaccine then he should either get it or quit. Im sure he has all the other vaccinations required for going to school. College &amp; NFL.'",0,0,1
"1011","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1,373,704,Dose2 Capacity: 420,386,95,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 05:31:25,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1,373,704,\nDose2 Capacity: 420,386,95,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1012","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,373,727,Dose2 Capacity: 420,386,95,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 05:26:25,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,373,727,\nDose2 Capacity: 420,386,95,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1013"," On 13th June, Vaccination Camp was organised in Nehru Memorial College in Puthanampatti it was a big drive. All the people in Musiri Block should get equal chances. So,camp is getting organized in rotation in various villages.Nearest, Vaccine is available in Omandur GH.",2021-06-20 05:23:29,"b'@PuthanampattiN On 13th June, Vaccination Camp was organised in Nehru Memorial College in Puthanampatti it was a big drive. \n\nAll the people in Musiri Block should get equal chances. So,camp is getting organized in rotation in various villages.\n\nNearest, Vaccine is available in Omandur GH.'",0,2,1
"1014","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,374,744,Dose2 Capacity: 420,387,95,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 05:21:25,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,374,744,\nDose2 Capacity: 420,387,95,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1015","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,375,770,Dose2 Capacity: 420,387,95,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 05:16:25,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,375,770,\nDose2 Capacity: 420,387,95,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1016","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,375,813,Dose2 Capacity: 420,387,95,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 05:06:25,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,375,813,\nDose2 Capacity: 420,387,95,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1017","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,375,840,Dose2 Capacity: 420,387,95,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 05:01:25,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,375,840,\nDose2 Capacity: 420,387,95,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1018","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1,376,853,Dose2 Capacity: 420,387,95,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 04:56:25,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1,376,853,\nDose2 Capacity: 420,387,95,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1019","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,376,884,Dose2 Capacity: 420,387,96,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 04:51:25,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,376,884,\nDose2 Capacity: 420,387,96,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1020","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,377,914,Dose2 Capacity: 420,387,97,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 04:46:25,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,377,914,\nDose2 Capacity: 420,387,97,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1021","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,379,963,Dose2 Capacity: 420,388,98,Dates Available: 20-06-2021,21-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 04:41:25,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 0,379,963,\nDose2 Capacity: 420,388,98,\nDates Available: 20-06-2021,21-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1022","So I decided to buy the College Football preview magazines on the 10th when I got my 2nd Vaccine shot, got the Athlon &amp; Lindys, only ones they had, I forget the one that is most popular/in depth, I think he works with the , but forget his name.",2021-06-20 04:33:48,"b""So I decided to buy the College Football preview magazines on the 10th when I got my 2nd Vaccine shot, got the Athlon &amp; Lindy's, only ones they had, I forget the one that is most popular/in depth, I think he works with the @seniorbowl, but forget his name.""",0,0,0
"1023"," Abe mai to 5 bhi lagva lunga, but this is case of my daughter.She got selected at George Brown Fashion College, Toronto.So need vaccine certificate to apply for Visa.",2021-06-20 03:47:01,"b'@pradnyaMayekar Abe mai to 5 bhi lagva lunga, but this is case of my daughter.\nShe got selected at George Brown Fashion College, Toronto.\nSo need vaccine certificate to apply for Visa.'",0,3,1
"1024"," can I ask what kind of vaccine will be given for 2nd doses tomorrow (June 20) at Seneca college newnham location? Thx a lot!",2021-06-20 03:34:03,"b'@NYGH_News can I ask what kind of vaccine will be given for 2nd doses tomorrow (June 20) at Seneca college newnham location? Thx a lot!'",0,0,0
"1025","Feels kind of dystopian to raffle off a college scholarship to kids who get the vaccine. Is that just me?",2021-06-20 03:31:02,"b'Feels kind of dystopian to raffle off a college scholarship to kids who get the vaccine. Is that just me?'",0,2,0
"1026","  This jerk needs 2B drug tested immediately. The vaccines that he took as a child 2B in school 2 develop his talent, get a college education &amp; compete on an elite level is nothing 2 throw away. This guys more stupid than a sack of hair. The vaccines more effective than 4 the flu",2021-06-20 03:28:07,"b""@WUTangKids @Bease11 This jerk needs 2B drug tested immediately. The vaccines that he took as a child 2B in school 2 develop his talent, get a college education &amp; compete on an elite level is nothing 2 throw away. This guy's more stupid than a sack of hair. The vaccine's more effective than 4 the flu""",0,0,1
"1027","The SEC is charging toward an uninterrupted college football season with a 3-pronged approach ",2021-06-20 03:06:19,"b'The SEC is charging toward an uninterrupted college football season with a 3-pronged approach https://t.co/4zvBMZVHLs'",0,0,0
"1028","Vaccine interchangeability guidance below. Although seems that it hasnt been cascaded properlythe Cambridge college nurse hadnt even heard of this. Shocking tbh since there are so many intl students under their care. Noting that under-40s are limited to the mRNA jabs per PHE ",2021-06-20 03:01:59,"b'Vaccine interchangeability guidance below. Although seems that it hasnt been cascaded properlythe Cambridge college nurse hadnt even heard of this. Shocking tbh since there are so many intl students under their care. Noting that under-40s are limited to the mRNA jabs per PHE https://t.co/UTKfXDH21n'",1,8,1
"1029","  Show me the evidence that they use aborted fetel stem cells and we can have a debate. I have a college friend who works for Pfizer and their vaccine who I went to college with who said thats nonsense. Ill gladly give you his contact info if you wanna talk to him.",2021-06-20 02:27:24,"b""@MargoCatholic @dw_subbed Show me the evidence that they use aborted fetel stem cells and we can have a debate. \n\nI have a college friend who works for Pfizer and their vaccine who I went to college with who said that's nonsense. \n\nI'll gladly give you his contact info if you wanna talk to him.""",0,2,1
"1030","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1,394,Dose2 Capacity: 418,391,Dates Available: 20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-20 02:11:25,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1,394,\nDose2 Capacity: 418,391,\nDates Available: 20-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1031"," They need to add Hampden Sydney College and University of Mary Washington on this list. Insane injecting kids with experimental vaccine for a virus with 99.9% survival rate.",2021-06-20 01:40:03,"b'@OpenVBCPS They need to add Hampden Sydney College and University of Mary Washington on this list. Insane injecting kids with experimental vaccine for a virus with 99.9% survival rate.'",0,1,1
"1032","Check out this tweet from bradfordmdc:Get your vaccine today at Bradford College for over 18s or Jacobs Well Car Park if you are over 40.Our iwalkers a ",2021-06-20 01:31:07,"b""Check out this tweet from bradfordmdc:\nGet your vaccine today at Bradford College for over 18s or Jacob's Well Car Park if you are over 40.\nOur iwalkers a https://t.co/HGylW4uEQl""",0,0,0
"1033","  Vaccine all Teachers, staff and open Rural Schools first and then semi urban and urban Schools. Vaccinate 100% of College going children and staff.",2021-06-20 01:24:02,"b'@TelanganaCMO @KTRTRS Vaccine all Teachers, staff and open Rural Schools first and then semi urban and urban Schools. Vaccinate 100% of College going children and staff.'",0,0,1
"1034","  Thats the end goal of this program for the Imperial College vaccine, if Im understanding it correctly ",2021-06-20 01:19:53,"b""@Avi11215 @JefAkst That's the end goal of this program for the Imperial College vaccine, if I'm understanding it correctly https://t.co/KPTBBHqA0K""",0,0,1
"1035","How many got the vaccine last year? How many contracted CV on the field? Check College Football too! ",2021-06-20 01:19:20,"b'How many got the vaccine last year? How many contracted CV on the field? Check College Football too! https://t.co/w4aOTo1X7o'",9,121,0
"1036","My 20 year in ER for chest pain post college mandated Covid vaccine: ER physician said inflammation likely due to vaccine-we just dont know enough about themFearmonger   Warns Of Scary New Variant To Urge People To Get The Jab ",2021-06-20 01:18:50,"b'My 20 year in ER for chest pain post college mandated Covid vaccine: ER physician said inflammation likely due to vaccine-""we just dont know enough about them""\n\nFearmonger @JoeBiden  Warns Of Scary New Variant To Urge People To Get ""The Jab"" https://t.co/MCJqeLjDkD'",0,0,0
"1037","The vaccine clinic will be outside the CHI Health Center again tomorrow from 10 a.m. to 6 p.m. .  ",2021-06-20 01:00:00,"b'The vaccine clinic will be outside the CHI Health Center again tomorrow from 10 a.m. to 6 p.m. @Brandon_Tvrdyreports. \n\n https://t.co/Y9JvcAuMFG'",1,2,0
"1038","College Baseballs Sang Ho Baek Died After Complications From Tommy John Surgery ",2021-06-20 00:27:45,"b""College Baseball's Sang Ho Baek Died After Complications From Tommy John Surgery https://t.co/d2dy9Dpwqj via @TMZ Did he have the Covid vaccine?""",1,1,0
